partido_id,set_num,temporada_inicio,strength_h,strength_a,strength_diff,elo_diff,set_wr_h,set_wr_a,diff_set_wr,forma_h,forma_a,diff_forma,pts_fav_h,pts_fav_a,h2h_diff,diff_set_ratio,diff_dominancia,set_num_norm,sets_h_antes,sets_a_antes,diff_sets_antes,momentum_h,es_desempate,ganador_set_local
2019/2020_m00224,4,2019,0.36374359660385575,0.6192406217782713,-0.2554970251744156,-181.61825544011845,0.0,0.5454545454545454,-0.5454545454545454,0.2813873754897562,0.6644824562266277,-0.38309508073687154,0.4230769230769231,0.5126050420168067,-0.5469181606780271,-0.5454545454545454,-0.5454545454545454,0.75,1.0,2.0,-1.0,0.0,0.0,0
2019/2020_m00225,1,2019,0.386941916145825,0.699886890253466,-0.31294497410764094,-227.03949489096203,0.38461538461538464,1.0,-0.6153846153846154,0.2682321971807917,0.8638928209803293,-0.5956606237995375,0.48128342245989303,0.5483870967741935,-1.0,-0.6153846153846154,-0.6153846153846154,0.0,0.0,0.0,0.0,0.5,0.0,0
2019/2020_m00225,2,2019,0.386941916145825,0.699886890253466,-0.31294497410764094,-227.03949489096203,0.38461538461538464,1.0,-0.6153846153846154,0.2682321971807917,0.8638928209803293,-0.5956606237995375,0.48128342245989303,0.5483870967741935,-1.0,-0.6153846153846154,-0.6153846153846154,0.25,0.0,1.0,-1.0,0.0,0.0,0
2019/2020_m00225,3,2019,0.386941916145825,0.699886890253466,-0.31294497410764094,-227.03949489096203,0.38461538461538464,1.0,-0.6153846153846154,0.2682321971807917,0.8638928209803293,-0.5956606237995375,0.48128342245989303,0.5483870967741935,-1.0,-0.6153846153846154,-0.6153846153846154,0.5,0.0,2.0,-2.0,0.0,0.0,0
2019/2020_m00226,1,2019,0.6234962431720452,0.4577619963994341,0.16573424677261112,117.04589799379073,0.75,0.18181818181818182,0.5681818181818181,0.8096911949446968,0.3848846066847177,0.4248065882599791,0.523121387283237,0.4801587301587302,0.0,0.5681818181818181,0.5681818181818181,0.0,0.0,0.0,0.0,0.5,0.0,1
2019/2020_m00226,2,2019,0.6234962431720452,0.4577619963994341,0.16573424677261112,117.04589799379073,0.75,0.18181818181818182,0.5681818181818181,0.8096911949446968,0.3848846066847177,0.4248065882599791,0.523121387283237,0.4801587301587302,0.0,0.5681818181818181,0.5681818181818181,0.25,1.0,0.0,1.0,1.0,0.0,1
2019/2020_m00226,3,2019,0.6234962431720452,0.4577619963994341,0.16573424677261112,117.04589799379073,0.75,0.18181818181818182,0.5681818181818181,0.8096911949446968,0.3848846066847177,0.4248065882599791,0.523121387283237,0.4801587301587302,0.0,0.5681818181818181,0.5681818181818181,0.5,2.0,0.0,2.0,1.0,0.0,0
2019/2020_m00226,4,2019,0.6234962431720452,0.4577619963994341,0.16573424677261112,117.04589799379073,0.75,0.18181818181818182,0.5681818181818181,0.8096911949446968,0.3848846066847177,0.4248065882599791,0.523121387283237,0.4801587301587302,0.0,0.5681818181818181,0.5681818181818181,0.75,2.0,1.0,1.0,0.0,0.0,1
2019/2020_m00227,1,2019,0.45846535336003297,0.48330378002838303,-0.024838426668350067,-17.321853479470064,0.5,0.4,0.09999999999999998,0.3789291416275995,0.43527528164806206,-0.056346140020462565,0.5,0.5,0.0,0.09999999999999998,0.09999999999999998,0.0,0.0,0.0,0.0,0.5,0.0,0
2019/2020_m00227,2,2019,0.45846535336003297,0.48330378002838303,-0.024838426668350067,-17.321853479470064,0.5,0.4,0.09999999999999998,0.3789291416275995,0.43527528164806206,-0.056346140020462565,0.5,0.5,0.0,0.09999999999999998,0.09999999999999998,0.25,0.0,1.0,-1.0,0.0,0.0,0
2019/2020_m00227,3,2019,0.45846535336003297,0.48330378002838303,-0.024838426668350067,-17.321853479470064,0.5,0.4,0.09999999999999998,0.3789291416275995,0.43527528164806206,-0.056346140020462565,0.5,0.5,0.0,0.09999999999999998,0.09999999999999998,0.5,0.0,2.0,-2.0,0.0,0.0,1
2019/2020_m00227,4,2019,0.45846535336003297,0.48330378002838303,-0.024838426668350067,-17.321853479470064,0.5,0.4,0.09999999999999998,0.3789291416275995,0.43527528164806206,-0.056346140020462565,0.5,0.5,0.0,0.09999999999999998,0.09999999999999998,0.75,1.0,2.0,-1.0,1.0,0.0,1
2019/2020_m00227,5,2019,0.45846535336003297,0.48330378002838303,-0.024838426668350067,-17.321853479470064,0.5,0.4,0.09999999999999998,0.3789291416275995,0.43527528164806206,-0.056346140020462565,0.5,0.5,0.0,0.09999999999999998,0.09999999999999998,1.0,2.0,2.0,0.0,1.0,1.0,0
2019/2020_m00228,1,2019,0.34963300504220435,0.3732883079535797,-0.023655302911375353,-17.809064294617883,0.14285714285714285,0.3125,-0.16964285714285715,0.24496193823702522,0.23350969034989527,0.011452247887129952,0.4459016393442623,0.47186147186147187,-0.09383632135605424,-0.16964285714285715,-0.16964285714285715,0.0,0.0,0.0,0.0,0.5,0.0,0
2019/2020_m00228,2,2019,0.34963300504220435,0.3732883079535797,-0.023655302911375353,-17.809064294617883,0.14285714285714285,0.3125,-0.16964285714285715,0.24496193823702522,0.23350969034989527,0.011452247887129952,0.4459016393442623,0.47186147186147187,-0.09383632135605424,-0.16964285714285715,-0.16964285714285715,0.25,0.0,1.0,-1.0,0.0,0.0,0
2019/2020_m00228,3,2019,0.34963300504220435,0.3732883079535797,-0.023655302911375353,-17.809064294617883,0.14285714285714285,0.3125,-0.16964285714285715,0.24496193823702522,0.23350969034989527,0.011452247887129952,0.4459016393442623,0.47186147186147187,-0.09383632135605424,-0.16964285714285715,-0.16964285714285715,0.5,0.0,2.0,-2.0,0.0,0.0,0
2019/2020_m00229,1,2019,0.7119163971067077,0.5410934680318712,0.17082292907483654,128.54496165717774,1.0,1.0,0.0,0.8815118186357792,0.5589945208327067,0.3225172978030725,0.5547445255474452,0.5613382899628253,0.4530818393219729,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1
2019/2020_m00229,2,2019,0.7119163971067077,0.5410934680318712,0.17082292907483654,128.54496165717774,1.0,1.0,0.0,0.8815118186357792,0.5589945208327067,0.3225172978030725,0.5547445255474452,0.5613382899628253,0.4530818393219729,0.0,0.0,0.25,1.0,0.0,1.0,1.0,0.0,1
2019/2020_m00229,3,2019,0.7119163971067077,0.5410934680318712,0.17082292907483654,128.54496165717774,1.0,1.0,0.0,0.8815118186357792,0.5589945208327067,0.3225172978030725,0.5547445255474452,0.5613382899628253,0.4530818393219729,0.0,0.0,0.5,2.0,0.0,2.0,1.0,0.0,1
2019/2020_m00230,1,2019,0.5437089818725132,0.6349634823940081,-0.09125450052149497,-65.71513959951358,0.6666666666666666,0.75,-0.08333333333333337,0.5983597763772173,0.8343265625588935,-0.2359667861816762,0.5047846889952153,0.5288461538461539,-0.6796227589829593,-0.08333333333333337,-0.08333333333333337,0.0,0.0,0.0,0.0,0.5,0.0,1
2019/2020_m00230,2,2019,0.5437089818725132,0.6349634823940081,-0.09125450052149497,-65.71513959951358,0.6666666666666666,0.75,-0.08333333333333337,0.5983597763772173,0.8343265625588935,-0.2359667861816762,0.5047846889952153,0.5288461538461539,-0.6796227589829593,-0.08333333333333337,-0.08333333333333337,0.25,1.0,0.0,1.0,1.0,0.0,0
2019/2020_m00230,3,2019,0.5437089818725132,0.6349634823940081,-0.09125450052149497,-65.71513959951358,0.6666666666666666,0.75,-0.08333333333333337,0.5983597763772173,0.8343265625588935,-0.2359667861816762,0.5047846889952153,0.5288461538461539,-0.6796227589829593,-0.08333333333333337,-0.08333333333333337,0.5,1.0,1.0,0.0,0.0,0.0,0
2019/2020_m00230,4,2019,0.5437089818725132,0.6349634823940081,-0.09125450052149497,-65.71513959951358,0.6666666666666666,0.75,-0.08333333333333337,0.5983597763772173,0.8343265625588935,-0.2359667861816762,0.5047846889952153,0.5288461538461539,-0.6796227589829593,-0.08333333333333337,-0.08333333333333337,0.75,1.0,2.0,-1.0,0.0,0.0,0
2019/2020_m00231,1,2019,0.44558857329968343,0.3000745203132791,0.14551405298640435,109.16982223690616,0.2,0.18181818181818182,0.018181818181818188,0.33506151115338817,0.14443803582725742,0.19062347532613075,0.4749262536873156,0.4684317718940937,0.0,0.018181818181818188,0.018181818181818188,0.0,0.0,0.0,0.0,0.5,0.0,0
2019/2020_m00231,2,2019,0.44558857329968343,0.3000745203132791,0.14551405298640435,109.16982223690616,0.2,0.18181818181818182,0.018181818181818188,0.33506151115338817,0.14443803582725742,0.19062347532613075,0.4749262536873156,0.4684317718940937,0.0,0.018181818181818188,0.018181818181818188,0.25,0.0,1.0,-1.0,0.0,0.0,1
2019/2020_m00231,3,2019,0.44558857329968343,0.3000745203132791,0.14551405298640435,109.16982223690616,0.2,0.18181818181818182,0.018181818181818188,0.33506151115338817,0.14443803582725742,0.19062347532613075,0.4749262536873156,0.4684317718940937,0.0,0.018181818181818188,0.018181818181818188,0.5,1.0,1.0,0.0,1.0,0.0,0
2019/2020_m00231,4,2019,0.44558857329968343,0.3000745203132791,0.14551405298640435,109.16982223690616,0.2,0.18181818181818182,0.018181818181818188,0.33506151115338817,0.14443803582725742,0.19062347532613075,0.4749262536873156,0.4684317718940937,0.0,0.018181818181818188,0.018181818181818188,0.75,1.0,2.0,-1.0,0.0,0.0,1
2019/2020_m00231,5,2019,0.44558857329968343,0.3000745203132791,0.14551405298640435,109.16982223690616,0.2,0.18181818181818182,0.018181818181818188,0.33506151115338817,0.14443803582725742,0.19062347532613075,0.4749262536873156,0.4684317718940937,0.0,0.018181818181818188,0.018181818181818188,1.0,2.0,2.0,0.0,1.0,1.0,1
2019/2020_m00232,1,2019,0.6558207159102616,0.32342398438861675,0.33239673152164484,240.21791164828164,0.75,0.1,0.65,0.8557728957124395,0.21325175331835267,0.6425211423940869,0.5256410256410257,0.4416475972540046,1.0,0.65,0.65,0.0,0.0,0.0,0.0,0.5,0.0,1
2019/2020_m00232,2,2019,0.6558207159102616,0.32342398438861675,0.33239673152164484,240.21791164828164,0.75,0.1,0.65,0.8557728957124395,0.21325175331835267,0.6425211423940869,0.5256410256410257,0.4416475972540046,1.0,0.65,0.65,0.25,1.0,0.0,1.0,1.0,0.0,0
2019/2020_m00232,3,2019,0.6558207159102616,0.32342398438861675,0.33239673152164484,240.21791164828164,0.75,0.1,0.65,0.8557728957124395,0.21325175331835267,0.6425211423940869,0.5256410256410257,0.4416475972540046,1.0,0.65,0.65,0.5,1.0,1.0,0.0,0.0,0.0,0
2019/2020_m00232,4,2019,0.6558207159102616,0.32342398438861675,0.33239673152164484,240.21791164828164,0.75,0.1,0.65,0.8557728957124395,0.21325175331835267,0.6425211423940869,0.5256410256410257,0.4416475972540046,1.0,0.65,0.65,0.75,1.0,2.0,-1.0,0.0,0.0,1
2019/2020_m00232,5,2019,0.6558207159102616,0.32342398438861675,0.33239673152164484,240.21791164828164,0.75,0.1,0.65,0.8557728957124395,0.21325175331835267,0.6425211423940869,0.5256410256410257,0.4416475972540046,1.0,0.65,0.65,1.0,2.0,2.0,0.0,1.0,1.0,0
2019/2020_m00233,1,2019,0.5210197730199347,0.52793063691852,-0.006910863898585307,-4.813771946944826,0.5384615384615384,0.6666666666666666,-0.1282051282051282,0.5209024403789294,0.48663299499035984,0.034269445388569575,0.49833333333333335,0.5187032418952618,-0.22654091966098644,-0.1282051282051282,-0.1282051282051282,0.0,0.0,0.0,0.0,0.5,0.0,0
2019/2020_m00233,2,2019,0.5210197730199347,0.52793063691852,-0.006910863898585307,-4.813771946944826,0.5384615384615384,0.6666666666666666,-0.1282051282051282,0.5209024403789294,0.48663299499035984,0.034269445388569575,0.49833333333333335,0.5187032418952618,-0.22654091966098644,-0.1282051282051282,-0.1282051282051282,0.25,0.0,1.0,-1.0,0.0,0.0,0
2019/2020_m00233,3,2019,0.5210197730199347,0.52793063691852,-0.006910863898585307,-4.813771946944826,0.5384615384615384,0.6666666666666666,-0.1282051282051282,0.5209024403789294,0.48663299499035984,0.034269445388569575,0.49833333333333335,0.5187032418952618,-0.22654091966098644,-0.1282051282051282,-0.1282051282051282,0.5,0.0,2.0,-2.0,0.0,0.0,0
2019/2020_m00234,1,2019,0.45652800741225974,0.6336312098085988,-0.17710320239633903,-125.45113278772533,0.3,0.6,-0.3,0.4211374239773085,0.7079150132723587,-0.2867775892950502,0.478310502283105,0.5192012288786483,0.0,-0.3,-0.3,0.0,0.0,0.0,0.0,0.5,0.0,0
2019/2020_m00234,2,2019,0.45652800741225974,0.6336312098085988,-0.17710320239633903,-125.45113278772533,0.3,0.6,-0.3,0.4211374239773085,0.7079150132723587,-0.2867775892950502,0.478310502283105,0.5192012288786483,0.0,-0.3,-0.3,0.25,0.0,1.0,-1.0,0.0,0.0,0
2019/2020_m00234,3,2019,0.45652800741225974,0.6336312098085988,-0.17710320239633903,-125.45113278772533,0.3,0.6,-0.3,0.4211374239773085,0.7079150132723587,-0.2867775892950502,0.478310502283105,0.5192012288786483,0.0,-0.3,-0.3,0.5,0.0,2.0,-2.0,0.0,0.0,0
2019/2020_m00235,1,2019,0.4805211042906948,0.47048009839100263,0.010041005899692146,6.9942351888607845,0.0,0.0,0.0,0.44589910113206527,0.43527528164806206,0.010623819484003205,0.4485294117647059,0.42748091603053434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0
2019/2020_m00235,2,2019,0.4805211042906948,0.47048009839100263,0.010041005899692146,6.9942351888607845,0.0,0.0,0.0,0.44589910113206527,0.43527528164806206,0.010623819484003205,0.4485294117647059,0.42748091603053434,0.0,0.0,0.0,0.25,0.0,1.0,-1.0,0.0,0.0,1
2019/2020_m00235,3,2019,0.4805211042906948,0.47048009839100263,0.010041005899692146,6.9942351888607845,0.0,0.0,0.0,0.44589910113206527,0.43527528164806206,0.010623819484003205,0.4485294117647059,0.42748091603053434,0.0,0.0,0.0,0.5,1.0,1.0,0.0,1.0,0.0,0
2019/2020_m00235,4,2019,0.4805211042906948,0.47048009839100263,0.010041005899692146,6.9942351888607845,0.0,0.0,0.0,0.44589910113206527,0.43527528164806206,0.010623819484003205,0.4485294117647059,0.42748091603053434,0.0,0.0,0.0,0.75,1.0,2.0,-1.0,0.0,0.0,1
2019/2020_m00235,5,2019,0.4805211042906948,0.47048009839100263,0.010041005899692146,6.9942351888607845,0.0,0.0,0.0,0.44589910113206527,0.43527528164806206,0.010623819484003205,0.4485294117647059,0.42748091603053434,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0
2019/2020_m00236,1,2019,0.5580148277550153,0.6243030149161892,-0.0662881871611739,-47.727873147074206,0.75,0.6666666666666666,0.08333333333333337,0.5530880646112135,0.7449935764160195,-0.19190551180480597,0.5214285714285715,0.5162337662337663,-0.7734590803390136,0.08333333333333337,0.08333333333333337,0.0,0.0,0.0,0.0,0.5,0.0,0
2019/2020_m00236,2,2019,0.5580148277550153,0.6243030149161892,-0.0662881871611739,-47.727873147074206,0.75,0.6666666666666666,0.08333333333333337,0.5530880646112135,0.7449935764160195,-0.19190551180480597,0.5214285714285715,0.5162337662337663,-0.7734590803390136,0.08333333333333337,0.08333333333333337,0.25,0.0,1.0,-1.0,0.0,0.0,1
2019/2020_m00236,3,2019,0.5580148277550153,0.6243030149161892,-0.0662881871611739,-47.727873147074206,0.75,0.6666666666666666,0.08333333333333337,0.5530880646112135,0.7449935764160195,-0.19190551180480597,0.5214285714285715,0.5162337662337663,-0.7734590803390136,0.08333333333333337,0.08333333333333337,0.5,1.0,1.0,0.0,1.0,0.0,1
2019/2020_m00236,4,2019,0.5580148277550153,0.6243030149161892,-0.0662881871611739,-47.727873147074206,0.75,0.6666666666666666,0.08333333333333337,0.5530880646112135,0.7449935764160195,-0.19190551180480597,0.5214285714285715,0.5162337662337663,-0.7734590803390136,0.08333333333333337,0.08333333333333337,0.75,2.0,1.0,1.0,1.0,0.0,1
2019/2020_m00237,1,2019,0.401142340118653,0.29087753221758345,0.11026480790106957,85.19438539584371,0.42105263157894735,0.25,0.17105263157894735,0.33273142917308074,0.1257406134508047,0.20699081572227604,0.48727272727272725,0.48040638606676345,1.0,0.17105263157894735,0.17105263157894735,0.0,0.0,0.0,0.0,0.5,0.0,0
2019/2020_m00237,2,2019,0.401142340118653,0.29087753221758345,0.11026480790106957,85.19438539584371,0.42105263157894735,0.25,0.17105263157894735,0.33273142917308074,0.1257406134508047,0.20699081572227604,0.48727272727272725,0.48040638606676345,1.0,0.17105263157894735,0.17105263157894735,0.25,0.0,1.0,-1.0,0.0,0.0,0
2019/2020_m00237,3,2019,0.401142340118653,0.29087753221758345,0.11026480790106957,85.19438539584371,0.42105263157894735,0.25,0.17105263157894735,0.33273142917308074,0.1257406134508047,0.20699081572227604,0.48727272727272725,0.48040638606676345,1.0,0.17105263157894735,0.17105263157894735,0.5,0.0,2.0,-2.0,0.0,0.0,0
2019/2020_m00238,1,2019,0.516696219971617,0.4361104534228993,0.08058576654871769,56.24505579294032,0.6,0.4,0.19999999999999996,0.5647247183519379,0.32987697769322355,0.2348477406587144,0.5,0.46078431372549017,0.0,0.19999999999999996,0.19999999999999996,0.0,0.0,0.0,0.0,0.5,0.0,1
2019/2020_m00238,2,2019,0.516696219971617,0.4361104534228993,0.08058576654871769,56.24505579294032,0.6,0.4,0.19999999999999996,0.5647247183519379,0.32987697769322355,0.2348477406587144,0.5,0.46078431372549017,0.0,0.19999999999999996,0.19999999999999996,0.25,1.0,0.0,1.0,1.0,0.0,1
2019/2020_m00238,3,2019,0.516696219971617,0.4361104534228993,0.08058576654871769,56.24505579294032,0.6,0.4,0.19999999999999996,0.5647247183519379,0.32987697769322355,0.2348477406587144,0.5,0.46078431372549017,0.0,0.19999999999999996,0.19999999999999996,0.5,2.0,0.0,2.0,1.0,0.0,0
2019/2020_m00238,4,2019,0.516696219971617,0.4361104534228993,0.08058576654871769,56.24505579294032,0.6,0.4,0.19999999999999996,0.5647247183519379,0.32987697769322355,0.2348477406587144,0.5,0.46078431372549017,0.0,0.19999999999999996,0.19999999999999996,0.75,2.0,1.0,1.0,0.0,0.0,1
2019/2020_m00239,1,2019,0.4354646312771678,0.35406717280466454,0.08139745847250324,59.34536973757122,0.2608695652173913,0.26666666666666666,-0.005797101449275366,0.36662142166852457,0.31509587067905387,0.0515255509894707,0.4743083003952569,0.4658573596358118,0.0,-0.005797101449275366,-0.005797101449275366,0.0,0.0,0.0,0.0,0.5,0.0,1
2019/2020_m00239,2,2019,0.4354646312771678,0.35406717280466454,0.08139745847250324,59.34536973757122,0.2608695652173913,0.26666666666666666,-0.005797101449275366,0.36662142166852457,0.31509587067905387,0.0515255509894707,0.4743083003952569,0.4658573596358118,0.0,-0.005797101449275366,-0.005797101449275366,0.25,1.0,0.0,1.0,1.0,0.0,0
2019/2020_m00239,3,2019,0.4354646312771678,0.35406717280466454,0.08139745847250324,59.34536973757122,0.2608695652173913,0.26666666666666666,-0.005797101449275366,0.36662142166852457,0.31509587067905387,0.0515255509894707,0.4743083003952569,0.4658573596358118,0.0,-0.005797101449275366,-0.005797101449275366,0.5,1.0,1.0,0.0,0.0,0.0,1
2019/2020_m00239,4,2019,0.4354646312771678,0.35406717280466454,0.08139745847250324,59.34536973757122,0.2608695652173913,0.26666666666666666,-0.005797101449275366,0.36662142166852457,0.31509587067905387,0.0515255509894707,0.4743083003952569,0.4658573596358118,0.0,-0.005797101449275366,-0.005797101449275366,0.75,2.0,1.0,1.0,1.0,0.0,0
2019/2020_m00239,5,2019,0.4354646312771678,0.35406717280466454,0.08139745847250324,59.34536973757122,0.2608695652173913,0.26666666666666666,-0.005797101449275366,0.36662142166852457,0.31509587067905387,0.0515255509894707,0.4743083003952569,0.4658573596358118,0.0,-0.005797101449275366,-0.005797101449275366,1.0,2.0,2.0,0.0,0.0,1.0,1
2019/2020_m00240,1,2019,0.7226442871980835,0.3219209025481881,0.4007233846498954,295.7674553755662,1.0,0.3684210526315789,0.631578947368421,0.8968500469694443,0.23891299857267412,0.6579370483967701,0.5580110497237569,0.4921212121212121,1.0,0.631578947368421,0.631578947368421,0.0,0.0,0.0,0.0,0.5,0.0,1
2019/2020_m00240,2,2019,0.7226442871980835,0.3219209025481881,0.4007233846498954,295.7674553755662,1.0,0.3684210526315789,0.631578947368421,0.8968500469694443,0.23891299857267412,0.6579370483967701,0.5580110497237569,0.4921212121212121,1.0,0.631578947368421,0.631578947368421,0.25,1.0,0.0,1.0,1.0,0.0,1
2019/2020_m00240,3,2019,0.7226442871980835,0.3219209025481881,0.4007233846498954,295.7674553755662,1.0,0.3684210526315789,0.631578947368421,0.8968500469694443,0.23891299857267412,0.6579370483967701,0.5580110497237569,0.4921212121212121,1.0,0.631578947368421,0.631578947368421,0.5,2.0,0.0,2.0,1.0,0.0,0
2019/2020_m00240,4,2019,0.7226442871980835,0.3219209025481881,0.4007233846498954,295.7674553755662,1.0,0.3684210526315789,0.631578947368421,0.8968500469694443,0.23891299857267412,0.6579370483967701,0.5580110497237569,0.4921212121212121,1.0,0.631578947368421,0.631578947368421,0.75,2.0,1.0,1.0,0.0,0.0,1
2019/2020_m00241,1,2019,0.4944310960652496,0.5547881234392126,-0.06035702737396298,-42.0939965223165,0.375,0.5714285714285714,-0.1964285714285714,0.5083785783314754,0.6508245166437827,-0.14244593831230734,0.4649122807017544,0.509493670886076,0.0,-0.1964285714285714,-0.1964285714285714,0.0,0.0,0.0,0.0,0.5,0.0,1
2019/2020_m00241,2,2019,0.4944310960652496,0.5547881234392126,-0.06035702737396298,-42.0939965223165,0.375,0.5714285714285714,-0.1964285714285714,0.5083785783314754,0.6508245166437827,-0.14244593831230734,0.4649122807017544,0.509493670886076,0.0,-0.1964285714285714,-0.1964285714285714,0.25,1.0,0.0,1.0,1.0,0.0,0
2019/2020_m00241,3,2019,0.4944310960652496,0.5547881234392126,-0.06035702737396298,-42.0939965223165,0.375,0.5714285714285714,-0.1964285714285714,0.5083785783314754,0.6508245166437827,-0.14244593831230734,0.4649122807017544,0.509493670886076,0.0,-0.1964285714285714,-0.1964285714285714,0.5,1.0,1.0,0.0,0.0,0.0,0
2019/2020_m00241,4,2019,0.4944310960652496,0.5547881234392126,-0.06035702737396298,-42.0939965223165,0.375,0.5714285714285714,-0.1964285714285714,0.5083785783314754,0.6508245166437827,-0.14244593831230734,0.4649122807017544,0.509493670886076,0.0,-0.1964285714285714,-0.1964285714285714,0.75,1.0,2.0,-1.0,0.0,0.0,0
2019/2020_m00242,1,2019,0.34182858699014995,0.4907156800176285,-0.14888709302747855,-107.36010626218808,0.3,0.4375,-0.1375,0.274306887711933,0.4534719128942027,-0.17916502518226968,0.4723451327433628,0.4927536231884058,-0.7734590803390136,-0.1375,-0.1375,0.0,0.0,0.0,0.0,0.5,0.0,1
2019/2020_m00242,2,2019,0.34182858699014995,0.4907156800176285,-0.14888709302747855,-107.36010626218808,0.3,0.4375,-0.1375,0.274306887711933,0.4534719128942027,-0.17916502518226968,0.4723451327433628,0.4927536231884058,-0.7734590803390136,-0.1375,-0.1375,0.25,1.0,0.0,1.0,1.0,0.0,0
2019/2020_m00242,3,2019,0.34182858699014995,0.4907156800176285,-0.14888709302747855,-107.36010626218808,0.3,0.4375,-0.1375,0.274306887711933,0.4534719128942027,-0.17916502518226968,0.4723451327433628,0.4927536231884058,-0.7734590803390136,-0.1375,-0.1375,0.5,1.0,1.0,0.0,0.0,0.0,0
2019/2020_m00242,4,2019,0.34182858699014995,0.4907156800176285,-0.14888709302747855,-107.36010626218808,0.3,0.4375,-0.1375,0.274306887711933,0.4534719128942027,-0.17916502518226968,0.4723451327433628,0.4927536231884058,-0.7734590803390136,-0.1375,-0.1375,0.75,1.0,2.0,-1.0,0.0,0.0,1
2019/2020_m00242,5,2019,0.34182858699014995,0.4907156800176285,-0.14888709302747855,-107.36010626218808,0.3,0.4375,-0.1375,0.274306887711933,0.4534719128942027,-0.17916502518226968,0.4723451327433628,0.4927536231884058,-0.7734590803390136,-0.1375,-0.1375,1.0,2.0,2.0,0.0,1.0,1.0,1
2019/2020_m00243,1,2019,0.6031113612915884,0.7268690511558453,-0.12375768986425695,-97.34256864620966,0.6,0.9375,-0.3375,0.6485545776009598,0.910202750285281,-0.26164817268432117,0.5107913669064749,0.5492371705963939,-0.7734590803390136,-0.3375,-0.3375,0.0,0.0,0.0,0.0,0.5,0.0,0
2019/2020_m00243,2,2019,0.6031113612915884,0.7268690511558453,-0.12375768986425695,-97.34256864620966,0.6,0.9375,-0.3375,0.6485545776009598,0.910202750285281,-0.26164817268432117,0.5107913669064749,0.5492371705963939,-0.7734590803390136,-0.3375,-0.3375,0.25,0.0,1.0,-1.0,0.0,0.0,1
2019/2020_m00243,3,2019,0.6031113612915884,0.7268690511558453,-0.12375768986425695,-97.34256864620966,0.6,0.9375,-0.3375,0.6485545776009598,0.910202750285281,-0.26164817268432117,0.5107913669064749,0.5492371705963939,-0.7734590803390136,-0.3375,-0.3375,0.5,1.0,1.0,0.0,1.0,0.0,0
2019/2020_m00243,4,2019,0.6031113612915884,0.7268690511558453,-0.12375768986425695,-97.34256864620966,0.6,0.9375,-0.3375,0.6485545776009598,0.910202750285281,-0.26164817268432117,0.5107913669064749,0.5492371705963939,-0.7734590803390136,-0.3375,-0.3375,0.75,1.0,2.0,-1.0,0.0,0.0,0
2019/2020_m00244,1,2019,0.31731538492527783,0.5799372979439267,-0.26262191301864884,-189.11836224703097,0.34782608695652173,0.75,-0.40217391304347827,0.20798584548620755,0.6109405629035309,-0.40295471741732336,0.48953140578265203,0.5200534759358288,-0.32037724101704057,-0.40217391304347827,-0.40217391304347827,0.0,0.0,0.0,0.0,0.5,0.0,0
2019/2020_m00244,2,2019,0.31731538492527783,0.5799372979439267,-0.26262191301864884,-189.11836224703097,0.34782608695652173,0.75,-0.40217391304347827,0.20798584548620755,0.6109405629035309,-0.40295471741732336,0.48953140578265203,0.5200534759358288,-0.32037724101704057,-0.40217391304347827,-0.40217391304347827,0.25,0.0,1.0,-1.0,0.0,0.0,0
2019/2020_m00244,3,2019,0.31731538492527783,0.5799372979439267,-0.26262191301864884,-189.11836224703097,0.34782608695652173,0.75,-0.40217391304347827,0.20798584548620755,0.6109405629035309,-0.40295471741732336,0.48953140578265203,0.5200534759358288,-0.32037724101704057,-0.40217391304347827,-0.40217391304347827,0.5,0.0,2.0,-2.0,0.0,0.0,1
2019/2020_m00244,4,2019,0.31731538492527783,0.5799372979439267,-0.26262191301864884,-189.11836224703097,0.34782608695652173,0.75,-0.40217391304347827,0.20798584548620755,0.6109405629035309,-0.40295471741732336,0.48953140578265203,0.5200534759358288,-0.32037724101704057,-0.40217391304347827,-0.40217391304347827,0.75,1.0,2.0,-1.0,1.0,0.0,0
2019/2020_m00245,1,2019,0.55117808122168,0.4566353251951231,0.09454275602655687,65.89591032638214,0.8571428571428571,0.25,0.6071428571428571,0.6210708583724005,0.38817771366375486,0.23289314470864564,0.5434083601286174,0.48703170028818443,0.0,0.6071428571428571,0.6071428571428571,0.0,0.0,0.0,0.0,0.5,0.0,1
2019/2020_m00245,2,2019,0.55117808122168,0.4566353251951231,0.09454275602655687,65.89591032638214,0.8571428571428571,0.25,0.6071428571428571,0.6210708583724005,0.38817771366375486,0.23289314470864564,0.5434083601286174,0.48703170028818443,0.0,0.6071428571428571,0.6071428571428571,0.25,1.0,0.0,1.0,1.0,0.0,0
2019/2020_m00245,3,2019,0.55117808122168,0.4566353251951231,0.09454275602655687,65.89591032638214,0.8571428571428571,0.25,0.6071428571428571,0.6210708583724005,0.38817771366375486,0.23289314470864564,0.5434083601286174,0.48703170028818443,0.0,0.6071428571428571,0.6071428571428571,0.5,1.0,1.0,0.0,0.0,0.0,0
