partido_id,set_num,set_num_norm,strength_h,strength_a,strength_diff,elo_diff,set_wr_h,set_wr_a,diff_set_wr,forma_h,forma_a,diff_forma,pts_fav_h,pts_fav_a,h2h_diff,diff_set_ratio,diff_dominancia,sets_h_antes,sets_a_antes,diff_sets_antes,momentum_h,es_desempate,ganador_set_local
2016/2017_Azimu_Diate_11Round,1,0.0,0.4584,0.5416000000000001,-0.08320000000000005,-59.0,0.5043,0.5524,-0.04810000000000003,0.4,0.5,-0.09999999999999998,3.6714,3.8954,-1.922,-0.04810000000000003,-0.0963,0,0,0,0.5,0,1
2016/2017_Azimu_Diate_11Round,1,0.0,0.4584,0.5416000000000001,-0.08320000000000005,-59.0,0.5043,0.5524,-0.04810000000000003,0.4,0.5,-0.09999999999999998,3.6714,3.8954,-1.922,-0.04810000000000003,-0.0963,1,0,1,1.0,0,1
2016/2017_Azimu_Diate_11Round,2,0.25,0.4584,0.5416000000000001,-0.08320000000000005,-59.0,0.5043,0.5524,-0.04810000000000003,0.4,0.5,-0.09999999999999998,3.6714,3.8954,-1.922,-0.04810000000000003,-0.0963,2,0,2,1.0,0,1
2016/2017_Azimu_Diate_11Round,2,0.25,0.4584,0.5416000000000001,-0.08320000000000005,-59.0,0.5043,0.5524,-0.04810000000000003,0.4,0.5,-0.09999999999999998,3.6714,3.8954,-1.922,-0.04810000000000003,-0.0963,3,0,3,1.0,0,0
2016/2017_Azimu_Diate_11Round,3,0.5,0.4584,0.5416000000000001,-0.08320000000000005,-59.0,0.5043,0.5524,-0.04810000000000003,0.4,0.5,-0.09999999999999998,3.6714,3.8954,-1.922,-0.04810000000000003,-0.0963,3,1,2,0.0,0,1
2016/2017_Azimu_Diate_11Round,3,0.5,0.4584,0.5416000000000001,-0.08320000000000005,-59.0,0.5043,0.5524,-0.04810000000000003,0.4,0.5,-0.09999999999999998,3.6714,3.8954,-1.922,-0.04810000000000003,-0.0963,4,1,3,1.0,0,1
2016/2017_Azimu_Diate_11Round,4,0.75,0.4584,0.5416000000000001,-0.08320000000000005,-59.0,0.5043,0.5524,-0.04810000000000003,0.4,0.5,-0.09999999999999998,3.6714,3.8954,-1.922,-0.04810000000000003,-0.0963,5,1,4,1.0,0,0
2016/2017_Azimu_Diate_11Round,5,1.0,0.4584,0.5416000000000001,-0.08320000000000005,-59.0,0.5043,0.5524,-0.04810000000000003,0.4,0.5,-0.09999999999999998,3.6714,3.8954,-1.922,-0.04810000000000003,-0.0963,5,2,3,0.0,1,1
2016/2017_Azimu_Gi Gr_9Round,1,0.0,0.5446,0.4554,0.08919999999999995,1.0,0.519,0.5159,0.0030999999999999917,0.4286,0.5,-0.07140000000000002,3.7713,3.6133,-1.565,0.0031999999999999806,0.006400000000000003,0,0,0,0.5,0,1
2016/2017_Azimu_Gi Gr_9Round,1,0.0,0.5446,0.4554,0.08919999999999995,1.0,0.519,0.5159,0.0030999999999999917,0.4286,0.5,-0.07140000000000002,3.7713,3.6133,-1.565,0.0031999999999999806,0.006400000000000003,1,0,1,1.0,0,1
2016/2017_Azimu_Gi Gr_9Round,2,0.25,0.5446,0.4554,0.08919999999999995,1.0,0.519,0.5159,0.0030999999999999917,0.4286,0.5,-0.07140000000000002,3.7713,3.6133,-1.565,0.0031999999999999806,0.006400000000000003,2,0,2,1.0,0,0
2016/2017_Azimu_Gi Gr_9Round,2,0.25,0.5446,0.4554,0.08919999999999995,1.0,0.519,0.5159,0.0030999999999999917,0.4286,0.5,-0.07140000000000002,3.7713,3.6133,-1.565,0.0031999999999999806,0.006400000000000003,2,1,1,0.0,0,0
2016/2017_Azimu_Gi Gr_9Round,3,0.5,0.5446,0.4554,0.08919999999999995,1.0,0.519,0.5159,0.0030999999999999917,0.4286,0.5,-0.07140000000000002,3.7713,3.6133,-1.565,0.0031999999999999806,0.006400000000000003,2,2,0,0.0,0,1
2016/2017_Azimu_Gi Gr_9Round,3,0.5,0.5446,0.4554,0.08919999999999995,1.0,0.519,0.5159,0.0030999999999999917,0.4286,0.5,-0.07140000000000002,3.7713,3.6133,-1.565,0.0031999999999999806,0.006400000000000003,3,2,1,1.0,0,0
2016/2017_Azimu_Gi Gr_9Round,4,0.75,0.5446,0.4554,0.08919999999999995,1.0,0.519,0.5159,0.0030999999999999917,0.4286,0.5,-0.07140000000000002,3.7713,3.6133,-1.565,0.0031999999999999806,0.006400000000000003,3,3,0,0.0,0,0
2016/2017_Azimu_Gi Gr_9Round,4,0.75,0.5446,0.4554,0.08919999999999995,1.0,0.519,0.5159,0.0030999999999999917,0.4286,0.5,-0.07140000000000002,3.7713,3.6133,-1.565,0.0031999999999999806,0.006400000000000003,3,4,-1,0.0,0,0
2016/2017_Azimu_Gi Gr_9Round,5,1.0,0.5446,0.4554,0.08919999999999995,1.0,0.519,0.5159,0.0030999999999999917,0.4286,0.5,-0.07140000000000002,3.7713,3.6133,-1.565,0.0031999999999999806,0.006400000000000003,3,5,-2,0.0,1,0
2016/2017_Azimu_Kioen_4Round,1,0.0,0.5627,0.4373,0.12539999999999996,13.8,0.4949,0.4951,-0.00019999999999997797,0.4545,0.4545,0.0,3.5442,3.5822,2.49,0.0035000000000000586,-0.0002999999999999999,0,0,0,0.5,0,1
2016/2017_Azimu_Kioen_4Round,1,0.0,0.5627,0.4373,0.12539999999999996,13.8,0.4949,0.4951,-0.00019999999999997797,0.4545,0.4545,0.0,3.5442,3.5822,2.49,0.0035000000000000586,-0.0002999999999999999,1,0,1,1.0,0,0
2016/2017_Azimu_Kioen_4Round,2,0.25,0.5627,0.4373,0.12539999999999996,13.8,0.4949,0.4951,-0.00019999999999997797,0.4545,0.4545,0.0,3.5442,3.5822,2.49,0.0035000000000000586,-0.0002999999999999999,1,1,0,0.0,0,1
2016/2017_Azimu_Kioen_4Round,2,0.25,0.5627,0.4373,0.12539999999999996,13.8,0.4949,0.4951,-0.00019999999999997797,0.4545,0.4545,0.0,3.5442,3.5822,2.49,0.0035000000000000586,-0.0002999999999999999,2,1,1,1.0,0,0
2016/2017_Azimu_Kioen_4Round,3,0.5,0.5627,0.4373,0.12539999999999996,13.8,0.4949,0.4951,-0.00019999999999997797,0.4545,0.4545,0.0,3.5442,3.5822,2.49,0.0035000000000000586,-0.0002999999999999999,2,2,0,0.0,0,1
2016/2017_Azimu_Kioen_4Round,3,0.5,0.5627,0.4373,0.12539999999999996,13.8,0.4949,0.4951,-0.00019999999999997797,0.4545,0.4545,0.0,3.5442,3.5822,2.49,0.0035000000000000586,-0.0002999999999999999,3,2,1,1.0,0,0
2016/2017_Azimu_Lube_13Round,1,0.0,0.4933,0.5066999999999999,-0.013399999999999967,-34.6,0.5199,0.4875,0.03240000000000004,0.4667,0.5385,-0.07179999999999997,3.9161,3.5114,-0.645,0.03249999999999997,0.0649,0,0,0,0.5,0,0
2016/2017_Azimu_Lube_13Round,1,0.0,0.4933,0.5066999999999999,-0.013399999999999967,-34.6,0.5199,0.4875,0.03240000000000004,0.4667,0.5385,-0.07179999999999997,3.9161,3.5114,-0.645,0.03249999999999997,0.0649,0,1,-1,0.0,0,1
2016/2017_Azimu_Lube_13Round,2,0.25,0.4933,0.5066999999999999,-0.013399999999999967,-34.6,0.5199,0.4875,0.03240000000000004,0.4667,0.5385,-0.07179999999999997,3.9161,3.5114,-0.645,0.03249999999999997,0.0649,1,1,0,1.0,0,1
2016/2017_Azimu_Lube_13Round,2,0.25,0.4933,0.5066999999999999,-0.013399999999999967,-34.6,0.5199,0.4875,0.03240000000000004,0.4667,0.5385,-0.07179999999999997,3.9161,3.5114,-0.645,0.03249999999999997,0.0649,2,1,1,1.0,0,1
2016/2017_Azimu_Lube_13Round,3,0.5,0.4933,0.5066999999999999,-0.013399999999999967,-34.6,0.5199,0.4875,0.03240000000000004,0.4667,0.5385,-0.07179999999999997,3.9161,3.5114,-0.645,0.03249999999999997,0.0649,3,1,2,1.0,0,0
2016/2017_Azimu_Lube_13Round,3,0.5,0.4933,0.5066999999999999,-0.013399999999999967,-34.6,0.5199,0.4875,0.03240000000000004,0.4667,0.5385,-0.07179999999999997,3.9161,3.5114,-0.645,0.03249999999999997,0.0649,3,2,1,0.0,0,1
2016/2017_Azimu_Lube_13Round,4,0.75,0.4933,0.5066999999999999,-0.013399999999999967,-34.6,0.5199,0.4875,0.03240000000000004,0.4667,0.5385,-0.07179999999999997,3.9161,3.5114,-0.645,0.03249999999999997,0.0649,4,2,2,1.0,0,0
2016/2017_Azimu_Lube_13Round,4,0.75,0.4933,0.5066999999999999,-0.013399999999999967,-34.6,0.5199,0.4875,0.03240000000000004,0.4667,0.5385,-0.07179999999999997,3.9161,3.5114,-0.645,0.03249999999999997,0.0649,4,3,1,0.0,0,1
2016/2017_Azimu_Lube_13Round,5,1.0,0.4933,0.5066999999999999,-0.013399999999999967,-34.6,0.5199,0.4875,0.03240000000000004,0.4667,0.5385,-0.07179999999999997,3.9161,3.5114,-0.645,0.03249999999999997,0.0649,5,3,2,1.0,1,1
2016/2017_Azimu_Milan_2Round,1,0.0,0.5431,0.4569,0.08620000000000005,0.0,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.4986,-0.755,0.0,0.0,0,0,0,0.5,0,0
2016/2017_Azimu_Milan_2Round,1,0.0,0.5431,0.4569,0.08620000000000005,0.0,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.4986,-0.755,0.0,0.0,0,1,-1,0.0,0,0
2016/2017_Azimu_Milan_2Round,2,0.25,0.5431,0.4569,0.08620000000000005,0.0,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.4986,-0.755,0.0,0.0,0,2,-2,0.0,0,0
2016/2017_Azimu_Milan_2Round,2,0.25,0.5431,0.4569,0.08620000000000005,0.0,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.4986,-0.755,0.0,0.0,0,3,-3,0.0,0,0
2016/2017_Azimu_Milan_2Round,3,0.5,0.5431,0.4569,0.08620000000000005,0.0,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.4986,-0.755,0.0,0.0,0,4,-4,0.0,0,1
2016/2017_Azimu_Milan_2Round,3,0.5,0.5431,0.4569,0.08620000000000005,0.0,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.4986,-0.755,0.0,0.0,1,4,-3,1.0,0,1
2016/2017_Azimu_Milan_2Round,4,0.75,0.5431,0.4569,0.08620000000000005,0.0,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.4986,-0.755,0.0,0.0,2,4,-2,1.0,0,1
2016/2017_Azimu_Milan_2Round,4,0.75,0.5431,0.4569,0.08620000000000005,0.0,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.4986,-0.755,0.0,0.0,3,4,-1,1.0,0,0
2016/2017_Azimu_Milan_2Round,5,1.0,0.5431,0.4569,0.08620000000000005,0.0,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.4986,-0.755,0.0,0.0,3,5,-2,0.0,1,1
2016/2017_Azimu_Sir S_7Round,1,0.0,0.4885,0.5115000000000001,-0.02300000000000002,-38.0,0.4944,0.4722,0.022199999999999998,0.4167,0.5,-0.08329999999999999,3.5322,3.4322,-2.21,0.02220000000000011,0.0445,0,0,0,0.5,0,1
2016/2017_Azimu_Sir S_7Round,1,0.0,0.4885,0.5115000000000001,-0.02300000000000002,-38.0,0.4944,0.4722,0.022199999999999998,0.4167,0.5,-0.08329999999999999,3.5322,3.4322,-2.21,0.02220000000000011,0.0445,1,0,1,1.0,0,1
2016/2017_Azimu_Sir S_7Round,2,0.25,0.4885,0.5115000000000001,-0.02300000000000002,-38.0,0.4944,0.4722,0.022199999999999998,0.4167,0.5,-0.08329999999999999,3.5322,3.4322,-2.21,0.02220000000000011,0.0445,2,0,2,1.0,0,0
2016/2017_Azimu_Sir S_7Round,2,0.25,0.4885,0.5115000000000001,-0.02300000000000002,-38.0,0.4944,0.4722,0.022199999999999998,0.4167,0.5,-0.08329999999999999,3.5322,3.4322,-2.21,0.02220000000000011,0.0445,2,1,1,0.0,0,0
2016/2017_Azimu_Sir S_7Round,3,0.5,0.4885,0.5115000000000001,-0.02300000000000002,-38.0,0.4944,0.4722,0.022199999999999998,0.4167,0.5,-0.08329999999999999,3.5322,3.4322,-2.21,0.02220000000000011,0.0445,2,2,0,0.0,0,0
2016/2017_Azimu_Sir S_7Round,3,0.5,0.4885,0.5115000000000001,-0.02300000000000002,-38.0,0.4944,0.4722,0.022199999999999998,0.4167,0.5,-0.08329999999999999,3.5322,3.4322,-2.21,0.02220000000000011,0.0445,2,3,-1,0.0,0,1
2016/2017_Azimu_Sir S_7Round,4,0.75,0.4885,0.5115000000000001,-0.02300000000000002,-38.0,0.4944,0.4722,0.022199999999999998,0.4167,0.5,-0.08329999999999999,3.5322,3.4322,-2.21,0.02220000000000011,0.0445,3,3,0,1.0,0,0
2016/2017_Azimu_Sir S_7Round,4,0.75,0.4885,0.5115000000000001,-0.02300000000000002,-38.0,0.4944,0.4722,0.022199999999999998,0.4167,0.5,-0.08329999999999999,3.5322,3.4322,-2.21,0.02220000000000011,0.0445,3,4,-1,0.0,0,0
2016/2017_Azimu_Sir S_7Round,5,1.0,0.4885,0.5115000000000001,-0.02300000000000002,-38.0,0.4944,0.4722,0.022199999999999998,0.4167,0.5,-0.08329999999999999,3.5322,3.4322,-2.21,0.02220000000000011,0.0445,3,5,-2,0.0,1,1
2016/2017_Azimu_Veron_8Round,1,0.0,0.4204,0.5796,-0.1592,-85.8,0.4904,0.5167,-0.026300000000000046,0.3846,0.5833,-0.19870000000000004,3.5658,3.6988,2.0,-0.029400000000000093,-0.052500000000000005,0,0,0,0.5,0,1
2016/2017_Azimu_Veron_8Round,1,0.0,0.4204,0.5796,-0.1592,-85.8,0.4904,0.5167,-0.026300000000000046,0.3846,0.5833,-0.19870000000000004,3.5658,3.6988,2.0,-0.029400000000000093,-0.052500000000000005,1,0,1,1.0,0,1
2016/2017_Azimu_Veron_8Round,2,0.25,0.4204,0.5796,-0.1592,-85.8,0.4904,0.5167,-0.026300000000000046,0.3846,0.5833,-0.19870000000000004,3.5658,3.6988,2.0,-0.029400000000000093,-0.052500000000000005,2,0,2,1.0,0,1
2016/2017_Azimu_Veron_8Round,2,0.25,0.4204,0.5796,-0.1592,-85.8,0.4904,0.5167,-0.026300000000000046,0.3846,0.5833,-0.19870000000000004,3.5658,3.6988,2.0,-0.029400000000000093,-0.052500000000000005,3,0,3,1.0,0,1
2016/2017_Azimu_Veron_8Round,3,0.5,0.4204,0.5796,-0.1592,-85.8,0.4904,0.5167,-0.026300000000000046,0.3846,0.5833,-0.19870000000000004,3.5658,3.6988,2.0,-0.029400000000000093,-0.052500000000000005,4,0,4,1.0,0,1
2016/2017_Azimu_Veron_8Round,3,0.5,0.4204,0.5796,-0.1592,-85.8,0.4904,0.5167,-0.026300000000000046,0.3846,0.5833,-0.19870000000000004,3.5658,3.6988,2.0,-0.029400000000000093,-0.052500000000000005,5,0,5,1.0,0,1
2016/2017_Basi _Centr_5Round,1,0.0,0.4497,0.5503,-0.10060000000000002,-65.0,0.4849,0.5152,-0.030299999999999994,0.3846,0.5,-0.1154,3.432,3.726,0.0,-0.036900000000000044,-0.060399999999999995,0,0,0,0.5,0,1
2016/2017_Basi _Centr_5Round,1,0.0,0.4497,0.5503,-0.10060000000000002,-65.0,0.4849,0.5152,-0.030299999999999994,0.3846,0.5,-0.1154,3.432,3.726,0.0,-0.036900000000000044,-0.060399999999999995,1,0,1,1.0,0,1
2016/2017_Basi _Centr_5Round,2,0.25,0.4497,0.5503,-0.10060000000000002,-65.0,0.4849,0.5152,-0.030299999999999994,0.3846,0.5,-0.1154,3.432,3.726,0.0,-0.036900000000000044,-0.060399999999999995,2,0,2,1.0,0,1
2016/2017_Basi _Centr_5Round,2,0.25,0.4497,0.5503,-0.10060000000000002,-65.0,0.4849,0.5152,-0.030299999999999994,0.3846,0.5,-0.1154,3.432,3.726,0.0,-0.036900000000000044,-0.060399999999999995,3,0,3,1.0,0,0
2016/2017_Basi _Centr_5Round,3,0.5,0.4497,0.5503,-0.10060000000000002,-65.0,0.4849,0.5152,-0.030299999999999994,0.3846,0.5,-0.1154,3.432,3.726,0.0,-0.036900000000000044,-0.060399999999999995,3,1,2,0.0,0,1
2016/2017_Basi _Centr_5Round,3,0.5,0.4497,0.5503,-0.10060000000000002,-65.0,0.4849,0.5152,-0.030299999999999994,0.3846,0.5,-0.1154,3.432,3.726,0.0,-0.036900000000000044,-0.060399999999999995,4,1,3,1.0,0,0
2016/2017_Basi _Centr_5Round,4,0.75,0.4497,0.5503,-0.10060000000000002,-65.0,0.4849,0.5152,-0.030299999999999994,0.3846,0.5,-0.1154,3.432,3.726,0.0,-0.036900000000000044,-0.060399999999999995,4,2,2,0.0,0,0
2016/2017_Basi _Emma _2Round,1,0.0,0.5431,0.4569,0.08620000000000005,0.0,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.4986,0.0,0.0,0.0,0,0,0,0.5,0,0
2016/2017_Basi _Emma _2Round,1,0.0,0.5431,0.4569,0.08620000000000005,0.0,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.4986,0.0,0.0,0.0,0,1,-1,0.0,0,1
2016/2017_Basi _Emma _2Round,2,0.25,0.5431,0.4569,0.08620000000000005,0.0,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.4986,0.0,0.0,0.0,1,1,0,1.0,0,0
2016/2017_Basi _Emma _2Round,2,0.25,0.5431,0.4569,0.08620000000000005,0.0,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.4986,0.0,0.0,0.0,1,2,-1,0.0,0,1
2016/2017_Basi _Emma _2Round,3,0.5,0.5431,0.4569,0.08620000000000005,0.0,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.4986,0.0,0.0,0.0,2,2,0,1.0,0,0
2016/2017_Basi _Emma _2Round,3,0.5,0.5431,0.4569,0.08620000000000005,0.0,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.4986,0.0,0.0,0.0,2,3,-1,0.0,0,1
2016/2017_Basi _Pool _4Round,1,0.0,0.5391,0.4609,0.07820000000000005,-2.8,0.5,0.4848,0.015199999999999991,0.4545,0.4545,0.0,3.4533,3.4533,0.0,0.015199999999999991,0.0303,0,0,0,0.5,0,1
2016/2017_Basi _Pool _4Round,1,0.0,0.5391,0.4609,0.07820000000000005,-2.8,0.5,0.4848,0.015199999999999991,0.4545,0.4545,0.0,3.4533,3.4533,0.0,0.015199999999999991,0.0303,1,0,1,1.0,0,0
2016/2017_Basi _Pool _4Round,2,0.25,0.5391,0.4609,0.07820000000000005,-2.8,0.5,0.4848,0.015199999999999991,0.4545,0.4545,0.0,3.4533,3.4533,0.0,0.015199999999999991,0.0303,1,1,0,0.0,0,0
2016/2017_Basi _Pool _4Round,2,0.25,0.5391,0.4609,0.07820000000000005,-2.8,0.5,0.4848,0.015199999999999991,0.4545,0.4545,0.0,3.4533,3.4533,0.0,0.015199999999999991,0.0303,1,2,-1,0.0,0,1
2016/2017_Basi _Pool _4Round,3,0.5,0.5391,0.4609,0.07820000000000005,-2.8,0.5,0.4848,0.015199999999999991,0.4545,0.4545,0.0,3.4533,3.4533,0.0,0.015199999999999991,0.0303,2,2,0,1.0,0,1
2016/2017_Basi _Pool _4Round,3,0.5,0.5391,0.4609,0.07820000000000005,-2.8,0.5,0.4848,0.015199999999999991,0.4545,0.4545,0.0,3.4533,3.4533,0.0,0.015199999999999991,0.0303,3,2,1,1.0,0,0
2016/2017_Basi _Pool _4Round,4,0.75,0.5391,0.4609,0.07820000000000005,-2.8,0.5,0.4848,0.015199999999999991,0.4545,0.4545,0.0,3.4533,3.4533,0.0,0.015199999999999991,0.0303,3,3,0,0.0,0,1
2016/2017_Basi _Pool _4Round,4,0.75,0.5391,0.4609,0.07820000000000005,-2.8,0.5,0.4848,0.015199999999999991,0.4545,0.4545,0.0,3.4533,3.4533,0.0,0.015199999999999991,0.0303,4,3,1,1.0,0,0
2016/2017_Basi _Sigma_4Round,1,0.0,0.4933,0.5066999999999999,-0.013399999999999967,-34.6,0.5,0.5,0.0,0.4167,0.5,-0.08329999999999999,3.4655,3.4986,0.0,-0.008093455548984774,0.0,0,0,0,0.5,0,1
2016/2017_Basi _Sigma_4Round,1,0.0,0.4933,0.5066999999999999,-0.013399999999999967,-34.6,0.5,0.5,0.0,0.4167,0.5,-0.08329999999999999,3.4655,3.4986,0.0,-0.008093455548984774,0.0,1,0,1,1.0,0,0
2016/2017_Basi _Sigma_4Round,2,0.25,0.4933,0.5066999999999999,-0.013399999999999967,-34.6,0.5,0.5,0.0,0.4167,0.5,-0.08329999999999999,3.4655,3.4986,0.0,-0.008093455548984774,0.0,1,1,0,0.0,0,1
2016/2017_Basi _Sigma_4Round,2,0.25,0.4933,0.5066999999999999,-0.013399999999999967,-34.6,0.5,0.5,0.0,0.4167,0.5,-0.08329999999999999,3.4655,3.4986,0.0,-0.008093455548984774,0.0,2,1,1,1.0,0,0
2016/2017_Basi _Sigma_4Round,3,0.5,0.4933,0.5066999999999999,-0.013399999999999967,-34.6,0.5,0.5,0.0,0.4167,0.5,-0.08329999999999999,3.4655,3.4986,0.0,-0.008093455548984774,0.0,2,2,0,0.0,0,1
2016/2017_Basi _Sigma_4Round,3,0.5,0.4933,0.5066999999999999,-0.013399999999999967,-34.6,0.5,0.5,0.0,0.4167,0.5,-0.08329999999999999,3.4655,3.4986,0.0,-0.008093455548984774,0.0,3,2,1,1.0,0,0
2016/2017_Basi _Sigma_4Round,4,0.75,0.4933,0.5066999999999999,-0.013399999999999967,-34.6,0.5,0.5,0.0,0.4167,0.5,-0.08329999999999999,3.4655,3.4986,0.0,-0.008093455548984774,0.0,3,3,0,0.0,0,0
2016/2017_Basi _Sigma_4Round,4,0.75,0.4933,0.5066999999999999,-0.013399999999999967,-34.6,0.5,0.5,0.0,0.4167,0.5,-0.08329999999999999,3.4655,3.4986,0.0,-0.008093455548984774,0.0,3,4,-1,0.0,0,0
2016/2017_Basi _Sigma_4Round,5,1.0,0.4933,0.5066999999999999,-0.013399999999999967,-34.6,0.5,0.5,0.0,0.4167,0.5,-0.08329999999999999,3.4655,3.4986,0.0,-0.008093455548984774,0.0,3,5,-2,0.0,1,0
2016/2017_Centr_Pool _1Round,1,0.0,0.5431,0.4569,0.08620000000000005,0.0,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.4986,0.0,0.0,0.0,0,0,0,0.5,0,1
2016/2017_Centr_Pool _1Round,1,0.0,0.5431,0.4569,0.08620000000000005,0.0,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.4986,0.0,0.0,0.0,1,0,1,1.0,0,0
2016/2017_Centr_Pool _1Round,2,0.25,0.5431,0.4569,0.08620000000000005,0.0,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.4986,0.0,0.0,0.0,1,1,0,0.0,0,1
2016/2017_Centr_Pool _1Round,2,0.25,0.5431,0.4569,0.08620000000000005,0.0,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.4986,0.0,0.0,0.0,2,1,1,1.0,0,1
2016/2017_Centr_Pool _1Round,3,0.5,0.5431,0.4569,0.08620000000000005,0.0,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.4986,0.0,0.0,0.0,3,1,2,1.0,0,1
2016/2017_Centr_Pool _1Round,3,0.5,0.5431,0.4569,0.08620000000000005,0.0,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.4986,0.0,0.0,0.0,4,1,3,1.0,0,0
2016/2017_Centr_Pool _1Round,4,0.75,0.5431,0.4569,0.08620000000000005,0.0,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.4986,0.0,0.0,0.0,4,2,2,0.0,0,1
2016/2017_Centr_Pool _1Round,4,0.75,0.5431,0.4569,0.08620000000000005,0.0,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.4986,0.0,0.0,0.0,5,2,3,1.0,0,0
2016/2017_Centr_Pool _1Round,5,1.0,0.5431,0.4569,0.08620000000000005,0.0,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.4986,0.0,0.0,0.0,5,3,2,0.0,1,1
2016/2017_Diate_Gi Gr_12Round,1,0.0,0.5755,0.4245,0.15100000000000002,22.8,0.5305,0.5218,0.00869999999999993,0.5333,0.5455,-0.012199999999999989,3.6425,3.7133,1.474,0.008799999999999919,0.0174,0,0,0,0.5,0,1
2016/2017_Diate_Gi Gr_12Round,1,0.0,0.5755,0.4245,0.15100000000000002,22.8,0.5305,0.5218,0.00869999999999993,0.5333,0.5455,-0.012199999999999989,3.6425,3.7133,1.474,0.008799999999999919,0.0174,1,0,1,1.0,0,0
2016/2017_Diate_Gi Gr_12Round,2,0.25,0.5755,0.4245,0.15100000000000002,22.8,0.5305,0.5218,0.00869999999999993,0.5333,0.5455,-0.012199999999999989,3.6425,3.7133,1.474,0.008799999999999919,0.0174,1,1,0,0.0,0,0
2016/2017_Diate_Gi Gr_12Round,2,0.25,0.5755,0.4245,0.15100000000000002,22.8,0.5305,0.5218,0.00869999999999993,0.5333,0.5455,-0.012199999999999989,3.6425,3.7133,1.474,0.008799999999999919,0.0174,1,2,-1,0.0,0,1
2016/2017_Diate_Gi Gr_12Round,3,0.5,0.5755,0.4245,0.15100000000000002,22.8,0.5305,0.5218,0.00869999999999993,0.5333,0.5455,-0.012199999999999989,3.6425,3.7133,1.474,0.008799999999999919,0.0174,2,2,0,1.0,0,0
2016/2017_Diate_Gi Gr_12Round,3,0.5,0.5755,0.4245,0.15100000000000002,22.8,0.5305,0.5218,0.00869999999999993,0.5333,0.5455,-0.012199999999999989,3.6425,3.7133,1.474,0.008799999999999919,0.0174,2,3,-1,0.0,0,0
2016/2017_Diate_Gi Gr_12Round,4,0.75,0.5755,0.4245,0.15100000000000002,22.8,0.5305,0.5218,0.00869999999999993,0.5333,0.5455,-0.012199999999999989,3.6425,3.7133,1.474,0.008799999999999919,0.0174,2,4,-2,0.0,0,0
2016/2017_Diate_Gi Gr_12Round,5,1.0,0.5755,0.4245,0.15100000000000002,22.8,0.5305,0.5218,0.00869999999999993,0.5333,0.5455,-0.012199999999999989,3.6425,3.7133,1.474,0.008799999999999919,0.0174,2,5,-3,0.0,1,1
2016/2017_Diate_Kioen_3Round,1,0.0,0.5678,0.43220000000000003,0.13559999999999994,17.4,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.5442,3.0,0.004393455548984737,0.0,0,0,0,0.5,0,0
2016/2017_Diate_Kioen_3Round,1,0.0,0.5678,0.43220000000000003,0.13559999999999994,17.4,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.5442,3.0,0.004393455548984737,0.0,0,1,-1,0.0,0,1
2016/2017_Diate_Kioen_3Round,2,0.25,0.5678,0.43220000000000003,0.13559999999999994,17.4,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.5442,3.0,0.004393455548984737,0.0,1,1,0,1.0,0,0
2016/2017_Diate_Kioen_3Round,2,0.25,0.5678,0.43220000000000003,0.13559999999999994,17.4,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.5442,3.0,0.004393455548984737,0.0,1,2,-1,0.0,0,1
2016/2017_Diate_Kioen_3Round,3,0.5,0.5678,0.43220000000000003,0.13559999999999994,17.4,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.5442,3.0,0.004393455548984737,0.0,2,2,0,1.0,0,1
2016/2017_Diate_Kioen_3Round,3,0.5,0.5678,0.43220000000000003,0.13559999999999994,17.4,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.5442,3.0,0.004393455548984737,0.0,3,2,1,1.0,0,1
