partido_id,temporada,jornada_num,local,visitante,h_win_rate_global,h_win_rate_last5,h_win_rate_home,h_win_rate_away,h_pts_fav_exp,h_pts_con_exp,h_set_win_rate,h_set_diff_exp,h_forma_home,h_forma_away,h_ultimo_set_diff,h_racha,h_h2h_set_diff_exp,h_h2h_win_rate,a_win_rate_global,a_win_rate_last5,a_win_rate_home,a_win_rate_away,a_pts_fav_exp,a_pts_con_exp,a_set_win_rate,a_set_diff_exp,a_forma_home,a_forma_away,a_ultimo_set_diff,a_racha,a_h2h_set_diff_exp,a_h2h_win_rate,diff_win_rate_global,diff_win_rate_last5,diff_set_win_rate,diff_set_diff_exp,diff_pts_fav_exp,diff_pts_con_exp,diff_racha,diff_ultimo_set_diff,diff_rank_season,diff_forma_efectiva,h_descanso,a_descanso,diff_descanso,h_rank_season,a_rank_season,elo_h,elo_a,elo_h_home,elo_a_away,elo_diff,elo_win_prob_h,set_ratio_h,set_ratio_a,point_ratio_h,point_ratio_a,dominancia_h,dominancia_a,diff_set_ratio,diff_dominancia,sos_h,sos_a,diff_sos,h_roster_continuity,a_roster_continuity,diff_roster_continuity,gana_local
2019/2020_Lube_Piace_1Round,2019/2020,1,Piacenza,Lube,0.25,0.25,0.5,0.0,16.0,25.0,0.3125,-1.5,0.3905393612712136,0.3905393612712136,0,-1,-1.0,0.0,1.0,1.0,1.0,1.0,25.0,16.0,0.8888888888888888,2.625,0.9407559093178895,0.9407559093178895,0,12,1.0,1.0,-0.75,-0.75,-0.5763888888888888,-4.125,-9.0,9.0,-13,0,0,-0.550216548046676,7,7,0,0,0,1451.5267640152933,1702.1375617603094,1511.5267640152933,1702.1375617603094,-250.61079774501604,0.2502566505758868,0.3125,0.8888888888888888,0.48091603053435117,0.5465686274509803,-0.1875,0.38888888888888884,-0.5763888888888888,-0.5763888888888888,0.5,0.5,0.0,0.4687719298245614,0.6541161455009572,-0.1853442156763958,0
2019/2020_Milan_Monza_1Round,2019/2020,1,Milano,Monza,0.5,0.5,0.25,0.75,26.0,22.333333333333332,0.5172413793103449,0.125,0.5413216049334096,0.5413216049334096,0,2,0.3137084989847605,0.6568542494923802,0.25,0.25,0.25,0.25,22.333333333333332,26.0,0.375,-1.0,0.2870732325054342,0.2870732325054342,0,1,-0.3137084989847605,0.34314575050761975,0.25,0.25,0.14224137931034486,1.125,3.666666666666668,-3.666666666666668,1,0,0,0.25424837242797543,7,7,0,0,0,1506.337581163417,1369.6449475756842,1566.337581163417,1369.6449475756842,136.69263358773287,0.7562545927991864,0.5172413793103449,0.375,0.5015060240963856,0.4853466761972838,0.017241379310344862,-0.125,0.14224137931034486,0.14224137931034486,0.5,0.5,0.0,0.6022659511031604,0.536014405762305,0.06625154534085542,1
2019/2020_Emma _Sarca_2Round,2019/2020,2,Siena,Sarca Italia Chef Centrale Brescia,0.6666666666666666,0.6666666666666666,1.0,0.5,24.5,21.25,0.6363636363636364,1.0,0.6960250862750487,0.6960250862750487,0,2,-1.0,0.0,0.6666666666666666,0.6666666666666666,0.5,1.0,21.25,24.5,0.6363636363636364,1.0,0.5406735856029006,0.5406735856029006,0,-1,1.0,1.0,0.0,0.0,0.0,0.0,3.25,-3.25,3,0,0,0.1553515006721481,7,7,0,0,0,1555.153187530056,1513.9958002233707,1615.153187530056,1513.9958002233707,41.15738730668522,0.641598471914391,0.6363636363636364,0.6363636363636364,0.524008350730689,0.516260162601626,0.13636363636363635,0.13636363636363635,0.0,0.0,0.5,0.5,0.0,0.4687719298245614,0.4687719298245614,0.0,1
2019/2020_Lube_Milan_2Round,2019/2020,2,Lube,Milano,1.0,1.0,1.0,1.0,21.2,19.2,0.9,2.6666666666666665,0.9484250234847221,0.9484250234847221,0,13,0.6568542494923804,0.8284271247461902,0.5555555555555556,0.5555555555555556,0.4,0.75,19.2,21.2,0.5625,0.4444444444444444,0.6006972648030175,0.6006972648030175,0,3,-0.6568542494923804,0.17157287525380982,0.4444444444444444,0.4444444444444444,0.3375,2.2222222222222223,2.0,-2.0,10,0,0,0.3477277586817046,7,7,0,0,0,1711.2469038412717,1515.2099139855268,1771.2469038412717,1515.2099139855268,196.03698985574488,0.8136444987363652,0.9,0.5625,0.5523385300668151,0.505091649694501,0.4,0.0625,0.3375,0.3375,0.5,0.5,0.0,0.6541161455009572,0.6022659511031604,0.05185019439779681,0
2019/2020_Moden_Piace_2Round,2019/2020,2,Modena,Piacenza,0.5555555555555556,0.5555555555555556,0.6666666666666666,0.5,27.666666666666668,25.0,0.5757575757575758,0.5555555555555556,0.43629798769205386,0.43629798769205386,0,-3,1.0,1.0,0.2222222222222222,0.2222222222222222,0.4,0.0,25.0,27.666666666666668,0.2857142857142857,-1.6666666666666667,0.3399842609439635,0.3399842609439635,0,-2,-1.0,0.0,0.33333333333333337,0.33333333333333337,0.2900432900432901,2.2222222222222223,2.666666666666668,-2.666666666666668,-1,0,0,0.09631372674809036,7,7,0,0,0,1513.3032031009357,1442.417421934331,1573.3032031009357,1442.417421934331,70.8857811666046,0.679927604306241,0.5757575757575758,0.2857142857142857,0.5105820105820106,0.47378516624040923,0.0757575757575758,-0.2142857142857143,0.2900432900432901,0.2900432900432901,0.5,0.5,0.0,0.6852886405959032,0.4687719298245614,0.21651671077134182,1
2019/2020_Monza_Trent_2Round,2019/2020,2,Monza,Trento,0.2222222222222222,0.2222222222222222,0.25,0.2,23.0,27.0,0.34285714285714286,-1.2222222222222223,0.24991176426484496,0.24991176426484496,0,-1,-0.7573593128807148,0.1213203435596426,0.5,0.5,0.5,0.5,27.0,23.0,0.5151515151515151,0.125,0.4915124587779641,0.4915124587779641,0,-4,0.7573593128807148,0.8786796564403574,-0.2777777777777778,-0.2777777777777778,-0.17229437229437228,-1.3472222222222223,-4.0,4.0,3,0,0,-0.24160069451311916,7,7,0,0,0,1360.7726147535745,1541.8652877425366,1420.7726147535745,1541.8652877425366,-181.09267298896202,0.33246317410589793,0.34285714285714286,0.5151515151515151,0.483160621761658,0.5023696682464455,-0.15714285714285714,0.015151515151515138,-0.17229437229437228,-0.17229437229437228,0.5,0.5,0.0,0.536014405762305,0.9239065308568005,-0.38789212509449555,0
2019/2020_Sir S_Veron_2Round,2019/2020,2,Verona,Perugia,0.375,0.375,0.25,0.5,19.2,21.6,0.3870967741935484,-0.875,0.3322131565192506,0.3322131565192506,0,-1,-1.0,0.0,0.75,0.75,0.6666666666666666,0.8,21.6,19.2,0.6333333333333333,1.0,0.734136900244562,0.734136900244562,0,2,1.0,1.0,-0.375,-0.375,-0.24623655913978493,-1.875,-2.400000000000002,2.400000000000002,-3,0,0,-0.4019237437253114,7,7,0,0,0,1410.943551549927,1627.2101021014594,1470.943551549927,1627.2101021014594,-216.26655055153242,0.28914450750833426,0.3870967741935484,0.6333333333333333,0.4856512141280353,0.5171130952380952,-0.11290322580645162,0.1333333333333333,-0.24623655913978493,-0.24623655913978493,0.5,0.5,0.0,0.7274939172749392,0.4687719298245614,0.2587219874503778,0
2019/2020_Monza_Sir S_3Round,2019/2020,3,Perugia,Monza,0.7777777777777778,0.7777777777777778,0.6666666666666666,0.8333333333333334,25.0,18.666666666666668,0.6285714285714286,1.0,0.7685527287482499,0.7685527287482499,0,3,0.6568542494923804,0.8284271247461902,0.2,0.2,0.2,0.2,18.666666666666668,25.0,0.3157894736842105,-1.4,0.21756082715508895,0.21756082715508895,0,-2,-0.6568542494923804,0.17157287525380982,0.5777777777777777,0.5777777777777777,0.31278195488721805,2.4,6.333333333333332,-6.333333333333332,5,0,0,0.5509919015931609,7,7,0,0,0,1635.3061483116928,1348.6709552161199,1695.3061483116928,1348.6709552161199,286.63519309557296,0.8803124780979702,0.6285714285714286,0.3157894736842105,0.5187338501291989,0.48110979929161746,0.12857142857142856,-0.1842105263157895,0.31278195488721805,0.31278195488721805,0.5,0.5,0.0,0.4687719298245614,0.536014405762305,-0.06724247593774357,1
2019/2020_Piace_Veron_3Round,2019/2020,3,Piacenza,Verona,0.2,0.2,0.4,0.0,24.0,21.75,0.2631578947368421,-1.8,0.2959734898765839,0.2959734898765839,0,-3,-1.0,0.0,0.3333333333333333,0.3333333333333333,0.2,0.5,21.75,24.0,0.3888888888888889,-0.8888888888888888,0.28920835054221705,0.28920835054221705,0,-2,1.0,1.0,-0.1333333333333333,-0.1333333333333333,-0.1257309941520468,-0.9111111111111112,2.25,-2.25,-1,0,0,0.006765139334366843,7,7,0,0,0,1430.7667867310781,1402.8475053396935,1490.7667867310781,1402.8475053396935,27.91928139138463,0.6238927336396294,0.2631578947368421,0.3888888888888889,0.4738675958188153,0.4836852207293666,-0.2368421052631579,-0.1111111111111111,-0.1257309941520468,-0.1257309941520468,0.5,0.5,0.0,0.4687719298245614,0.7274939172749392,-0.2587219874503778,1
2019/2020_Bisco_Gibam_4Round,2019/2020,4,Gibam Fano,Biscottificio Marini Delta Po Porto Viro,0.5,0.5,0.5,0.5,19.5,23.25,0.5,0.0,0.5083785783314754,0.5083785783314754,0,1,-1.0,0.0,1.0,1.0,1.0,1.0,23.25,19.5,0.6666666666666666,1.5,0.6210708583724005,0.6210708583724005,0,2,1.0,1.0,-0.5,-0.5,-0.16666666666666663,-1.5,-3.75,3.75,-1,0,0,-0.11269228004092513,7,7,0,0,0,1504.1050913219026,1522.5116902010934,1564.1050913219026,1522.5116902010934,-18.406598879190824,0.5595733897529979,0.5,0.6666666666666666,0.5196078431372549,0.5311653116531165,0.0,0.16666666666666663,-0.16666666666666663,-0.16666666666666663,0.5,0.5,0.0,0.4687719298245614,0.4687719298245614,0.0,0
2019/2020_Geove_Sarca_4Round,2019/2020,4,Sarca Italia Chef Centrale Brescia,Geovertical Geosat Lagonegro,0.5,0.5,0.5,0.5,25.0,21.666666666666668,0.5333333333333333,0.25,0.4706836945059403,0.4706836945059403,0,-2,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0,1.0,21.666666666666668,25.0,0.3333333333333333,-1.3333333333333333,0.4425692577341486,0.4425692577341486,0,-1,-1.0,0.0,0.16666666666666669,0.16666666666666669,0.2,1.5833333333333333,3.333333333333332,-3.333333333333332,-1,0,0,0.02811443677179165,7,7,0,0,0,1502.4552710190142,1479.201147347536,1562.4552710190142,1479.201147347536,23.254123671478055,0.6175705828434148,0.5333333333333333,0.3333333333333333,0.5022222222222222,0.4594059405940594,0.033333333333333326,-0.16666666666666669,0.2,0.2,0.5,0.5,0.0,0.4687719298245614,0.4687719298245614,0.0,1
2019/2020_Milan_Sir S_4Round,2019/2020,4,Milano,Perugia,0.6,0.6,0.4,0.8,24.0,27.333333333333332,0.5675675675675675,0.5,0.6523867789485839,0.6523867789485839,0,4,-0.17157287525380982,0.4142135623730951,0.8,0.8,0.75,0.8333333333333334,27.333333333333332,24.0,0.6578947368421053,1.2,0.7985134476384381,0.7985134476384381,0,4,0.1715728752538097,0.5857864376269049,-0.20000000000000007,-0.20000000000000007,-0.09032716927453777,-0.7,-3.333333333333332,3.333333333333332,0,0,0,-0.14612666868985424,7,7,0,0,0,1537.991959950145,1639.6627741089267,1597.991959950145,1639.6627741089267,-101.6708141587817,0.44031678836635213,0.5675675675675675,0.6578947368421053,0.5014925373134328,0.5229303156640858,0.06756756756756754,0.1578947368421053,-0.09032716927453777,-0.09032716927453777,0.5,0.5,0.0,0.6022659511031604,0.4687719298245614,0.133494021278599,0
2019/2020_Emma _Pool _5Round,2019/2020,5,Pool Libertas Cantù,Siena,0.3333333333333333,0.3333333333333333,0.0,0.5,21.0,25.333333333333332,0.4166666666666667,-0.6666666666666666,0.46737776399285924,0.46737776399285924,0,1,-1.0,0.0,0.75,0.75,1.0,0.5,25.333333333333332,21.0,0.6666666666666666,1.25,0.7353744676288528,0.7353744676288528,0,3,1.0,1.0,-0.4166666666666667,-0.4166666666666667,-0.24999999999999994,-1.9166666666666665,-4.333333333333332,4.333333333333332,-2,0,0,-0.2679967036359936,7,7,0,0,0,1491.4825938604702,1566.6937167344124,1551.4825938604702,1566.6937167344124,-75.21112287394226,0.47812341031911054,0.4166666666666667,0.6666666666666666,0.5018939393939394,0.527190332326284,-0.08333333333333331,0.16666666666666663,-0.24999999999999994,-0.24999999999999994,0.5,0.5,0.0,0.4687719298245614,0.4687719298245614,0.0,0
2019/2020_Kioen_Sir S_5Round,2019/2020,5,Perugia,Padova,0.8181818181818182,0.8181818181818182,0.75,0.8571428571428571,23.5,22.25,0.6829268292682927,1.3636363636363635,0.8245957683450483,0.8245957683450483,0,5,0.6568542494923804,0.8284271247461902,0.3333333333333333,0.3333333333333333,0.4,0.25,22.25,23.5,0.3783783783783784,-1.0,0.3724021499313324,0.3724021499313324,0,1,-0.6568542494923804,0.17157287525380982,0.4848484848484849,0.4848484848484849,0.30454845088991433,2.3636363636363633,1.25,-1.25,4,0,0,0.4521936184137159,7,7,0,0,0,1655.690305205462,1401.6803334110093,1715.690305205462,1401.6803334110093,254.00997179445267,0.8590699521412799,0.6829268292682927,0.3783783783783784,0.5237315875613748,0.4793187347931874,0.18292682926829273,-0.1216216216216216,0.30454845088991433,0.30454845088991433,0.5,0.5,0.0,0.4687719298245614,0.4641460234680574,0.004625906356504006,1
2019/2020_Lube_Veron_5Round,2019/2020,5,Lube,Verona,0.9,0.9,0.8,1.0,25.0,13.666666666666666,0.8285714285714286,2.3,0.8256519384387646,0.8256519384387646,0,-1,1.0,1.0,0.3,0.3,0.2,0.4,13.666666666666666,25.0,0.375,-1.0,0.25177049247447,0.25177049247447,0,-3,-1.0,0.0,0.6000000000000001,0.6000000000000001,0.4535714285714286,3.3,11.333333333333334,-11.333333333333334,2,0,0,0.5738814459642947,7,7,0,0,0,1688.4648578766535,1390.7368513628896,1748.4648578766535,1390.7368513628896,297.72800651376383,0.8868787413647273,0.8285714285714286,0.375,0.5487411233053583,0.48281786941580757,0.3285714285714286,-0.125,0.4535714285714286,0.4535714285714286,0.5,0.5,0.0,0.6541161455009572,0.7274939172749392,-0.07337777177398197,1
2019/2020_Piace_Trent_5Round,2019/2020,5,Piacenza,Trento,0.2727272727272727,0.2727272727272727,0.5,0.0,21.0,24.5,0.30952380952380953,-1.4545454545454546,0.3871093250366557,0.3871093250366557,0,1,-1.0,0.0,0.5555555555555556,0.5555555555555556,0.5,0.6666666666666666,24.5,21.0,0.5555555555555556,0.4444444444444444,0.5573358845600955,0.5573358845600955,0,1,1.0,1.0,-0.2828282828282829,-0.2828282828282829,-0.24603174603174605,-1.898989898989899,-3.5,3.5,0,0,0,-0.17022655952343985,7,7,0,0,0,1442.877440707882,1553.9669472799912,1502.877440707882,1553.9669472799912,-111.08950657210926,0.42700167914921794,0.30952380952380953,0.5555555555555556,0.47874015748031495,0.505838967424708,-0.19047619047619047,0.05555555555555558,-0.24603174603174605,-0.24603174603174605,0.5,0.5,0.0,0.4687719298245614,0.9239065308568005,-0.45513460103223913,0
2019/2020_Gibam_Tinet_6Round,2019/2020,6,Gibam Fano,Tinet Gori Wines Prata di Pordenone,0.3333333333333333,0.3333333333333333,0.0,0.5,20.5,23.75,0.42857142857142855,-0.6666666666666666,0.4425692577341486,0.4425692577341486,0,-1,1.0,1.0,0.0,0.0,0.0,0.0,23.75,20.5,0.3333333333333333,-1.5,0.2871745887492587,0.2871745887492587,0,-4,-1.0,0.0,0.3333333333333333,0.3333333333333333,0.09523809523809523,0.8333333333333334,-3.25,3.25,3,0,0,0.1553946689848899,7,7,0,0,0,1486.086828171856,1444.4553280003447,1546.086828171856,1444.4553280003447,41.631500171511334,0.6422258112788441,0.42857142857142855,0.3333333333333333,0.5008635578583766,0.44715447154471544,-0.07142857142857145,-0.16666666666666669,0.09523809523809523,0.09523809523809523,0.5,0.5,0.0,0.4687719298245614,0.4687719298245614,0.0,0
2019/2020_Kioen_Veron_6Round,2019/2020,6,Verona,Padova,0.2727272727272727,0.2727272727272727,0.2,0.3333333333333333,21.333333333333332,25.0,0.3488372093023256,-1.1818181818181819,0.2191789440449924,0.2191789440449924,0,-4,0.3137084989847605,0.6568542494923802,0.3,0.3,0.4,0.2,25.0,21.333333333333332,0.36585365853658536,-1.1,0.32419490139540913,0.32419490139540913,0,-1,-0.3137084989847605,0.34314575050761975,-0.027272727272727282,-0.027272727272727282,-0.017016449234259767,-0.08181818181818179,-3.666666666666668,3.666666666666668,-3,0,0,-0.10501595735041672,7,7,0,0,0,1386.6192375485657,1397.1423858699586,1446.6192375485657,1397.1423858699586,-10.52314832139291,0.5707254678414012,0.3488372093023256,0.36585365853658536,0.4747583243823845,0.48002189381499727,-0.1511627906976744,-0.13414634146341464,-0.017016449234259767,-0.017016449234259767,0.5,0.5,0.0,0.7274939172749392,0.4641460234680574,0.2633478938068818,0
2019/2020_Lube_Moden_6Round,2019/2020,6,Modena,Lube,0.6,0.6,0.75,0.5,23.0,20.75,0.6111111111111112,0.8,0.5092688956541588,0.5092688956541588,0,1,-0.5857864376269049,0.20710678118654754,0.9090909090909091,0.9090909090909091,0.8333333333333334,1.0,20.75,23.0,0.8421052631578947,2.3636363636363638,0.8482211967982792,0.8482211967982792,0,1,0.5857864376269049,0.7928932188134524,-0.3090909090909091,-0.3090909090909091,-0.23099415204678353,-1.5636363636363637,2.25,-2.25,0,0,0,-0.33895230114412045,7,7,0,0,0,1524.9538383041886,1692.5824716909774,1584.9538383041886,1692.5824716909774,-167.6286333867888,0.3498814798011511,0.6111111111111112,0.8421052631578947,0.5119760479041916,0.5555555555555556,0.11111111111111116,0.3421052631578947,-0.23099415204678353,-0.23099415204678353,0.5,0.5,0.0,0.6852886405959032,0.6541161455009572,0.031172495094946018,1
2019/2020_Milan_Trent_6Round,2019/2020,6,Trento,Milano,0.6,0.6,0.5,0.75,23.5,23.0,0.575,0.6,0.6146385049528107,0.6146385049528107,0,2,0.7573593128807152,0.8786796564403576,0.5454545454545454,0.5454545454545454,0.3333333333333333,0.8,23.0,23.5,0.525,0.18181818181818182,0.5679356779006337,0.5679356779006337,0,-1,-0.7573593128807152,0.12132034355964239,0.054545454545454564,0.054545454545454564,0.04999999999999993,0.41818181818181815,0.5,-0.5,3,0,0,0.04670282705217699,7,7,0,0,0,1567.716401348596,1521.9644288536097,1627.716401348596,1521.9644288536097,45.751972494986376,0.647657270709434,0.575,0.525,0.5091210613598673,0.4986331328594861,0.07499999999999996,0.025000000000000022,0.04999999999999993,0.04999999999999993,0.5,0.5,0.0,0.9239065308568005,0.6022659511031604,0.32164057975364013,1
2019/2020_Monza_Piace_6Round,2019/2020,6,Monza,Piacenza,0.18181818181818182,0.18181818181818182,0.2,0.16666666666666666,26.5,25.5,0.2926829268292683,-1.5454545454545454,0.1893977006310334,0.1893977006310334,0,-3,-1.0,0.0,0.25,0.25,0.42857142857142855,0.0,25.5,26.5,0.30434782608695654,-1.5,0.33699824096784303,0.33699824096784303,0,-1,1.0,1.0,-0.06818181818181818,-0.06818181818181818,-0.011664899257688266,-0.045454545454545414,1.0,-1.0,-2,0,0,-0.14760054033680964,7,7,0,0,0,1344.314329418886,1429.1279866392772,1404.314329418886,1429.1279866392772,-84.81365722039118,0.4643508684229345,0.2926829268292683,0.30434782608695654,0.47726027397260273,0.4772400574988021,-0.20731707317073172,-0.19565217391304346,-0.011664899257688266,-0.011664899257688266,0.5,0.5,0.0,0.536014405762305,0.4687719298245614,0.06724247593774357,1
2019/2020_Kioen_Trent_7Round,2019/2020,7,Padova,Trento,0.36363636363636365,0.36363636363636365,0.4,0.3333333333333333,22.2,23.4,0.4090909090909091,-0.7272727272727273,0.4116774907313807,0.4116774907313807,0,1,-0.5147186257614296,0.2426406871192852,0.6363636363636364,0.6363636363636364,0.5714285714285714,0.75,23.4,22.2,0.5909090909090909,0.7272727272727273,0.6645233334140328,0.6645233334140328,0,3,0.5147186257614296,0.7573593128807148,-0.2727272727272727,-0.2727272727272727,-0.18181818181818182,-1.4545454545454546,-1.1999999999999993,1.1999999999999993,-2,0,0,-0.2528458426826521,7,7,0,0,0,1417.9167928993857,1579.0618372317522,1477.9167928993857,1579.0618372317522,-161.14504433236652,0.3584178666188314,0.4090909090909091,0.5909090909090909,0.4842319430315361,0.5087719298245614,-0.09090909090909088,0.09090909090909094,-0.18181818181818182,-0.18181818181818182,0.5,0.5,0.0,0.4641460234680574,0.9239065308568005,-0.45976050738874313,0
2019/2020_Milan_Moden_7Round,2019/2020,7,Modena,Milano,0.6363636363636364,0.6363636363636364,0.8,0.5,25.666666666666668,19.333333333333332,0.625,0.9090909090909091,0.5727937606847988,0.5727937606847988,0,2,0.41421356237309515,0.7071067811865476,0.5,0.5,0.3333333333333333,0.6666666666666666,19.333333333333332,25.666666666666668,0.5,0.0,0.4944167243123628,0.4944167243123628,0,-2,-0.41421356237309515,0.2928932188134524,0.13636363636363635,0.13636363636363635,0.125,0.9090909090909091,6.333333333333336,-6.333333333333336,4,0,0,0.07837703637243604,7,7,0,0,0,1545.8876546545914,1510.6189929704535,1605.8876546545914,1510.6189929704535,35.268661684137896,0.6337667364262121,0.625,0.5,0.5132791327913279,0.4982630272952854,0.125,0.0,0.125,0.125,0.5,0.5,0.0,0.6852886405959032,0.6022659511031604,0.08302268949274283,1
2019/2020_Piace_Sir S_7Round,2019/2020,7,Perugia,Piacenza,0.8333333333333334,0.8333333333333334,0.8,0.8571428571428571,24.5,19.75,0.6888888888888889,1.4166666666666667,0.847301747328258,0.847301747328258,0,6,1.0,1.0,0.23076923076923078,0.23076923076923078,0.42857142857142855,0.0,19.75,24.5,0.3,-1.5384615384615385,0.29337400850435874,0.29337400850435874,0,-2,-1.0,0.0,0.6025641025641026,0.6025641025641026,0.3888888888888889,2.9551282051282053,4.75,-4.75,8,0,0,0.5539277388238992,7,7,0,0,0,1660.2282527465127,1411.8800846024958,1720.2282527465127,1411.8800846024958,248.34816814401688,0.8550777165156181,0.6888888888888889,0.3,0.5228174603174603,0.47843137254901963,0.18888888888888888,-0.2,0.3888888888888889,0.3888888888888889,0.5,0.5,0.0,0.4687719298245614,0.4687719298245614,0.0,1
2019/2020_Moden_Trent_8Round,2019/2020,8,Trento,Modena,0.6666666666666666,0.6666666666666666,0.5714285714285714,0.8,23.0,24.5,0.5918367346938775,0.75,0.7079505989308802,0.7079505989308802,0,4,0.3431457505076201,0.67157287525381,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.5,24.5,23.0,0.6511627906976745,1.0833333333333333,0.6280953677205328,0.6280953677205328,0,3,-0.3431457505076201,0.32842712474618996,0.0,0.0,-0.05932605600379692,-0.33333333333333326,-1.5,1.5,1,0,0,0.07985523121034743,7,7,0,0,0,1589.0975374970794,1559.2185454486773,1649.0975374970794,1559.2185454486773,29.878992048402097,0.6265361047728653,0.5918367346938775,0.6511627906976745,0.5092217723796671,0.5171717171717172,0.09183673469387754,0.15116279069767447,-0.05932605600379692,-0.05932605600379692,0.5,0.5,0.0,0.9239065308568005,0.6852886405959032,0.2386178902608973,0
2019/2020_Monza_Veron_8Round,2019/2020,8,Monza,Verona,0.25,0.25,0.3333333333333333,0.16666666666666666,20.8,20.6,0.3333333333333333,-1.25,0.2943297116752127,0.2943297116752127,0,1,-0.5147186257614296,0.2426406871192852,0.25,0.25,0.16666666666666666,0.3333333333333333,20.6,20.8,0.32608695652173914,-1.3333333333333333,0.19080635320101783,0.19080635320101783,0,-5,0.5147186257614296,0.7573593128807148,0.0,0.0,0.00724637681159418,0.08333333333333326,0.1999999999999993,-0.1999999999999993,6,0,0,0.10352335847419489,7,7,0,0,0,1361.5622314556674,1365.8448305191387,1421.5622314556674,1365.8448305191387,-4.2825990634712525,0.5795034014427218,0.3333333333333333,0.32608695652173914,0.4805705853418593,0.4737631184407796,-0.16666666666666669,-0.17391304347826086,0.00724637681159418,0.00724637681159418,0.5,0.5,0.0,0.536014405762305,0.7274939172749392,-0.1914795115126342,1
2019/2020_Bisco_Tinet_9Round,2019/2020,9,Tinet Gori Wines Prata di Pordenone,Biscottificio Marini Delta Po Porto Viro,0.3333333333333333,0.3333333333333333,0.0,0.5,21.0,22.2,0.46153846153846156,-0.3333333333333333,0.3794494367038759,0.3794494367038759,0,1,-1.0,0.0,1.0,1.0,1.0,1.0,22.2,21.0,0.6923076923076923,1.6666666666666667,0.6701230223067765,0.6701230223067765,0,3,1.0,1.0,-0.6666666666666667,-0.6666666666666667,-0.23076923076923073,-2.0,-1.1999999999999993,1.1999999999999993,-2,0,0,-0.2906735856029006,7,7,0,0,0,1465.1349991235236,1540.52995335114,1525.1349991235236,1540.52995335114,-75.39495422761638,0.4778593683198649,0.46153846153846156,0.6923076923076923,0.47619047619047616,0.5351851851851852,-0.038461538461538436,0.1923076923076923,-0.23076923076923073,-0.23076923076923073,0.5,0.5,0.0,0.4687719298245614,0.4687719298245614,0.0,0
2019/2020_Lube_Trent_10Round,2019/2020,10,Lube,Trento,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,21.6,20.6,0.7857142857142857,2.0,0.7384194406724546,0.7384194406724546,0,-1,0.8284271247461905,0.9142135623730953,0.6153846153846154,0.6153846153846154,0.5,0.8,20.6,21.6,0.5660377358490566,0.5384615384615384,0.6163067926851062,0.6163067926851062,0,-1,-0.8284271247461905,0.08578643762690474,0.21794871794871795,0.21794871794871795,0.2196765498652291,1.4615384615384617,1.0,-1.0,0,0,0,0.12211264798734833,7,7,0,0,0,1671.6486553405746,1568.9230749233932,1731.6486553405746,1568.9230749233932,102.72558041718139,0.7184373932215278,0.7857142857142857,0.5660377358490566,0.5478260869565217,0.5072523829258185,0.2857142857142857,0.06603773584905659,0.2196765498652291,0.2196765498652291,0.5,0.5,0.0,0.6541161455009572,0.9239065308568005,-0.2697903853558433,1
2019/2020_Moden_Monza_10Round,2019/2020,10,Modena,Monza,0.6923076923076923,0.6923076923076923,0.8333333333333334,0.5714285714285714,24.5,20.0,0.6595744680851063,1.1538461538461537,0.6762382128766719,0.6762382128766719,0,4,0.48528137423857065,0.7426406871192853,0.3076923076923077,0.3076923076923077,0.42857142857142855,0.16666666666666666,20.0,24.5,0.36,-1.0769230769230769,0.3856783329975181,0.3856783329975181,0,2,-0.48528137423857065,0.2573593128807147,0.3846153846153846,0.3846153846153846,0.29957446808510635,2.230769230769231,4.5,-4.5,2,0,0,0.29055987987915377,7,7,0,0,0,1579.3930080223636,1373.3361362152712,1639.3930080223636,1373.3361362152712,206.05687180709242,0.8222324681681569,0.6595744680851063,0.36,0.5170506912442396,0.4825892857142857,0.15957446808510634,-0.14,0.29957446808510635,0.29957446808510635,0.5,0.5,0.0,0.6852886405959032,0.536014405762305,0.14927423483359825,1
2020/2021_Emma _Pool _1Round,2020/2021,1,Siena,Pool Libertas Cantù,0.5,0.5,0.5,0.5,20.4,20.8,0.5,0.0,0.7696300937317611,0.7696300937317611,0,4,1.0,1.0,0.5,0.5,0.5,0.5,20.8,20.4,0.5,0.0,0.4068759757160666,0.4068759757160666,0,-1,-1.0,0.0,0.0,0.0,0.0,0.0,-0.40000000000000213,0.40000000000000213,5,0,0,0.36275411801569446,7,7,0,0,0,1563.073056652521,1480.559176293641,1623.073056652521,1480.559176293641,82.51388035887999,0.6943161149272548,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.4687719298245614,0.4687719298245614,0.0,0
