Player_Player,Played Matches_Played Matches,Played Set_Played Set,POINTS_Tot,POINTS_BP,SERVE_Tot,SERVE_Ace,SERVE_Err.,SERVE_Ace per Set,SERVE_Effic.,RECEPTION_Tot,RECEPTION_Err.,RECEPTION_Neg.,RECEPTION_Exc.,RECEPTION_Exc. %,RECEPTION_Effic.,ATTACK_Tot,ATTACK_Err.,ATTACK_Blocked,ATTACK_Exc.,ATTACK_Exc. %,ATTACK_Effic.,BLOCK_Exc.,BLOCK_Points per Set,BLOCK,Temporada,ID_Equipo
Gottardo Mattia,16,30,1.0,1.0,6.0,,1.0,,-17.0,23.0,6.0,11.0,3.0,130.0,-13.0,2.0,,,,,,1.0,3.0,,2022/2023,MC
Nikolov Aleksandar,22,75,232.0,97.0,254.0,29.0,49.0,39.0,-8.0,319.0,43.0,136.0,76.0,238.0,10.0,443.0,30.0,32.0,184.0,415.0,35.0,19.0,25.0,,2022/2023,MC
Sottile Daniele,4,5,,,5.0,,1.0,,-20.0,,,,,,,2.0,1.0,,,,-50.0,,,,2022/2023,MC
Yant Herrera Marlon,18,60,170.0,65.0,161.0,11.0,41.0,18.0,-19.0,276.0,18.0,139.0,57.0,207.0,14.0,300.0,13.0,28.0,144.0,480.0,44.0,15.0,25.0,,2022/2023,MC
Zaytsev Ivan,20,62,243.0,86.0,217.0,18.0,55.0,29.0,-17.0,93.0,10.0,34.0,22.0,237.0,13.0,428.0,29.0,42.0,206.0,481.0,41.0,19.0,31.0,,2022/2023,MC
Team Totals,22,82,1299.0,479.0,1833.0,122.0,301.0,149.0,-10.0,1465.0,142.0,645.0,341.0,233.0,14.0,2092.0,137.0,175.0,1027.0,491.0,43.0,150.0,183.0,,2022/2023,MC
Anzani Simone,23,76,146.0,38.0,233.0,3.0,12.0,4.0,-4.0,17.0,1.0,6.0,7.0,412.0,35.0,175.0,8.0,8.0,115.0,657.0,61.0,28.0,37.0,,2021/2022,MC
Balaso Fabio,24,82,,,,,,,,391.0,26.0,181.0,102.0,261.0,19.0,,,,,,,,,,2021/2022,MC
De Cecco Luciano,24,81,33.0,23.0,328.0,10.0,37.0,12.0,-8.0,3.0,,3.0,,,,28.0,5.0,2.0,9.0,321.0,14.0,14.0,17.0,,2021/2022,MC
Diamantini Enrico,18,42,28.0,9.0,58.0,,1.0,,-2.0,9.0,,3.0,4.0,444.0,44.0,38.0,1.0,2.0,19.0,500.0,47.0,9.0,21.0,,2021/2022,MC
Garcia Fernandez Gabi,21,56,162.0,70.0,196.0,27.0,24.0,48.0,2.0,2.0,,2.0,,,,280.0,25.0,18.0,128.0,457.0,37.0,7.0,12.0,,2021/2022,MC
Jeroncic Rok,1,1,,,,,,,,,,,,,,,,,,,,,,,2021/2022,MC
Juantorena Osmany,6,19,63.0,22.0,72.0,5.0,3.0,26.0,3.0,116.0,18.0,48.0,21.0,181.0,3.0,104.0,5.0,10.0,54.0,519.0,47.0,4.0,21.0,,2021/2022,MC
Kovar Jiri,12,33,49.0,18.0,55.0,,22.0,,-40.0,106.0,10.0,37.0,31.0,292.0,20.0,105.0,6.0,7.0,39.0,371.0,31.0,10.0,30.0,,2021/2022,MC
Marchisio Andrea,19,46,,,,,,,,45.0,4.0,20.0,12.0,267.0,18.0,,,,,,,,,,2021/2022,MC
Penna Gaetano,1,1,,,,,,,,,,,,,,,,,,,,,,,2021/2022,MC
Santos De Souza Ricardo Lucarelli,23,75,273.0,119.0,330.0,37.0,46.0,49.0,-3.0,369.0,24.0,138.0,105.0,285.0,22.0,433.0,42.0,35.0,208.0,480.0,38.0,28.0,37.0,,2021/2022,MC
Simon Robertlandy,23,78,262.0,92.0,289.0,28.0,66.0,36.0,-13.0,21.0,2.0,10.0,6.0,286.0,19.0,274.0,11.0,15.0,187.0,682.0,64.0,47.0,60.0,,2021/2022,MC
Sottile Daniele,11,20,2.0,2.0,33.0,,,,,,,,,,,,,,,,,2.0,10.0,,2021/2022,MC
Yant Herrera Marlon,20,60,191.0,71.0,168.0,18.0,36.0,30.0,-11.0,279.0,22.0,116.0,80.0,287.0,21.0,301.0,15.0,21.0,158.0,525.0,48.0,15.0,25.0,,2021/2022,MC
Zaytsev Ivan,13,44,190.0,80.0,171.0,19.0,34.0,43.0,-9.0,47.0,4.0,21.0,10.0,213.0,13.0,331.0,23.0,32.0,166.0,502.0,43.0,5.0,11.0,,2021/2022,MC
Team Totals,24,82,1399.0,544.0,1933.0,147.0,281.0,179.0,-7.0,1405.0,111.0,585.0,378.0,269.0,19.0,2069.0,141.0,150.0,1083.0,523.0,46.0,169.0,206.0,,2021/2022,MC
Anzani Simone,20,78,159.0,58.0,275.0,7.0,26.0,9.0,-7.0,32.0,2.0,13.0,8.0,250.0,19.0,175.0,9.0,13.0,98.0,560.0,51.0,54.0,69.0,,2020/2021,MC
Balaso Fabio,20,76,,,,,,,,351.0,22.0,117.0,115.0,328.0,26.0,,,,,,,,,,2020/2021,MC
De Cecco Luciano,22,82,31.0,20.0,288.0,12.0,27.0,15.0,-5.0,6.0,,4.0,,,,21.0,2.0,1.0,10.0,476.0,38.0,9.0,11.0,,2020/2021,MC
Diamantini Enrico,5,16,30.0,8.0,61.0,,5.0,,-8.0,5.0,,1.0,2.0,400.0,40.0,42.0,3.0,,23.0,548.0,48.0,7.0,44.0,,2020/2021,MC
Falaschi Marco,13,25,1.0,1.0,24.0,1.0,5.0,4.0,-17.0,2.0,1.0,1.0,,,-50.0,2.0,,,,,,,,,2020/2021,MC
Hadrava Jan,21,51,36.0,17.0,38.0,2.0,8.0,4.0,-16.0,2.0,,1.0,1.0,500.0,50.0,69.0,7.0,7.0,28.0,406.0,30.0,6.0,12.0,,2020/2021,MC
Juantorena Osmany,21,78,292.0,118.0,329.0,30.0,47.0,38.0,-5.0,395.0,35.0,176.0,75.0,190.0,10.0,445.0,22.0,35.0,242.0,544.0,49.0,20.0,26.0,,2020/2021,MC
Kovar Jiri,15,39,31.0,8.0,32.0,,12.0,,-37.0,75.0,7.0,33.0,20.0,267.0,17.0,59.0,5.0,5.0,26.0,441.0,36.0,5.0,13.0,,2020/2021,MC
Larizza Jacopo,3,7,4.0,2.0,10.0,,1.0,,-10.0,1.0,,1.0,,,,5.0,2.0,,2.0,400.0,,2.0,29.0,,2020/2021,MC
Leal Yoandy,21,79,314.0,108.0,294.0,28.0,49.0,35.0,-7.0,445.0,34.0,255.0,68.0,153.0,8.0,477.0,34.0,32.0,261.0,547.0,48.0,25.0,32.0,,2020/2021,MC
Marchisio Andrea,11,28,,,,,,,,59.0,4.0,19.0,25.0,424.0,36.0,,,,,,,,,,2020/2021,MC
